ALS|GLON(deg)|GLAT(deg)
16504|  344.58|    2.20
16058|  343.42|    1.25
 3804|  343.83|    1.56
 3799|  340.73|   -0.97
 3803|  343.65|    1.41
 3802|  343.42|    1.22
 3806|  343.87|    1.58
 3805|  343.22|    1.05
16119|  343.40|    1.19
19038|  332.36|   -7.71
15755|  343.39|    1.18
16057|  343.58|    1.33
17713|  343.72|    1.44
 3807|  343.31|    1.11
15039|  343.03|    0.87
19338|  343.41|    1.18
16490|  343.53|    1.12
16061|  343.66|    1.22
15085|  343.61|    1.18
16060|  343.40|    1.17
14386|  344.45|    2.02
17417|   28.73|   30.66
16491|  343.43|    1.19
15038|  343.46|    1.22
15086|  343.48|    1.22
16062|  343.45|    1.19
 3808|  344.04|    1.67
18878|  343.45|    1.19
16493|  343.45|    1.19
16063|  343.45|    1.19
17715|  343.44|    1.17
16494|  343.52|    1.24
16492|  343.52|    1.24
17716|  343.91|    1.55
 3809|  343.35|    1.10
16064|  343.47|    1.20
15087|  343.46|    1.18
 3810|  343.47|    1.19
16118|  343.47|    1.19
 3811|  343.61|    1.30
15081|  343.45|    1.16
14764|  343.48|    1.19
16501|  343.46|    1.17
 3812|  343.77|    1.42
15756|  343.46|    1.17
17717|  343.76|    1.41
15968|  343.46|    1.17
16495|  343.40|    1.12
 3813|  344.13|    1.70
17714|  343.49|    1.18
16496|  343.45|    1.14
15969|  343.45|    1.14
16505|  343.70|    1.34
15757|  343.47|    1.15
16065|  343.46|    1.13
14761|  343.45|    1.12
14387|  344.11|    1.65
 3816|  344.40|    1.89
15758|  343.49|    1.14
17718|  343.77|    1.36
17719|  343.88|    1.45
 3818|  344.39|    1.86
16059|  343.41|    1.06
16066|  343.64|    1.24
19583|  343.65|    1.25
 3817|  343.52|    1.14
17720|  343.76|    1.34
 3821|  343.83|    1.38
 3819|  343.51|    1.12
 3820|  343.46|    1.08
14401|  359.34|   13.47
16067|  343.47|    1.07
16056|  343.66|    1.22
 3815|  340.86|   -1.05
16006|  343.90|    1.41
 3822|  343.52|    1.10
17722|  344.36|    1.77
16486|  344.27|    1.69
17723|  344.25|    1.68
 3824|  343.39|    0.96
14388|  344.37|    1.76
 3834|  352.32|    8.09
 3826|  343.58|    1.11
16487|  344.14|    1.55
17915|  335.38|   -5.50
 3827|  344.56|    1.89
 3823|  341.91|   -0.26
 3828|  344.08|    1.49
 3830|  347.13|    3.94
14855|  344.13|    1.53
17724|  344.43|    1.76
16958|  343.41|    0.93
17725|  343.89|    1.31
 3829|  343.36|    0.89
17726|  344.09|    1.48
14400|  346.23|    3.19
17727|  344.24|    1.59
 3825|  341.11|   -0.94
16488|  344.75|    1.99
14389|  338.16|   -3.36
16489|  344.30|    1.57
16506|  343.81|    1.18
 3832|  344.30|    1.57
 3838|  350.87|    6.81
18743|  345.44|    2.47
 3833|  343.50|    0.91
18744|  345.42|    2.46
 3835|  345.44|    2.46
 3836|  345.48|    2.50
18641|  345.46|    2.47
19987|  359.72|   13.49
 3831|  341.57|   -0.68
 3837|  343.46|    0.77
14404|  351.79|    7.39
14402|  338.74|   -3.03
 3840|  344.48|    1.59
 3839|  344.29|    1.43
 3841|  343.91|    1.11
17728|  344.55|    1.62
 3842|  344.58|    1.64
17729|  344.50|    1.56
 3843|  344.84|    1.83
17730|  344.40|    1.47
 3844|  344.61|    1.63
17731|  344.57|    1.58
 3845|  344.62|    1.61
17732|  344.63|    1.62
14403|  341.33|   -1.03
16959|  344.82|    1.77
 3846|  344.75|    1.71
 3847|  344.61|    1.59
18891|  359.44|   13.06
 3848|  344.84|    1.76
 3849|  344.72|    1.65
 9323|   14.40|   22.86
 9322|   10.98|   20.80
 3850|  344.53|    1.46
16040|  344.96|    1.80
16962|  344.74|    1.62
16963|  344.73|    1.61
16961|  344.88|    1.73
 3851|  344.73|    1.60
14405|  343.34|    0.48
 3852|  344.29|    1.23
 3853|  344.81|    1.61
 3854|  344.81|    1.61
 3855|  344.61|    1.43
 3856|  344.45|    1.28
14408|    1.62|   14.41
17883|  342.93|    0.06
16964|  344.91|    1.64
17884|  344.48|    1.30
16507|  345.13|    1.81
16965|  344.91|    1.63
16966|  344.84|    1.57
 3858|  344.92|    1.63
 3857|  342.34|   -0.44
16508|  343.38|    0.37
14407|  340.67|   -1.80
 3859|  344.99|    1.63
14406|  332.82|   -8.00
16498|  344.98|    1.56
 3860|  343.23|    0.16
19031|  326.88|  -12.48
 3863|  346.02|    2.38
17885|  340.64|   -1.91
 3861|  344.75|    1.36
18742|  341.52|   -1.23
 3864|  345.06|    1.58
 3865|  345.15|    1.64
18882|    1.38|   13.94
 3866|  345.37|    1.76
 3862|  340.67|   -1.98
14409|    2.05|   14.37
 3868|  345.13|    1.53
 3867|  343.61|    0.33
15078|  337.02|   -4.88
 3870|  347.39|    3.29
16041|  340.88|   -1.86
 3875|  353.77|    8.22
 3869|  341.15|   -1.70
16042|  344.97|    1.24
 3873|  345.26|    1.47
14410|  340.64|   -2.18
 3874|  345.22|    1.26
 3871|  340.97|   -1.93
 3872|  341.74|   -1.34
16044|  343.35|   -0.08
16262|  346.60|    2.48
 3881|  353.89|    8.10
 3876|  343.98|    0.39
16043|  345.38|    1.47
14411|  340.44|   -2.49
16509|  343.99|    0.28
 3879|  344.14|    0.37
14413|  352.12|    6.58
 3878|  342.42|   -0.98
 3877|  340.60|   -2.42
 3880|  343.04|   -0.52
 3883|  343.94|    0.18
14412|  340.02|   -2.90
 3884|  345.14|    1.06
 3885|  343.80|   -0.03
14414|  338.33|   -4.31
 3882|  338.54|   -4.16
 3886|  345.23|    1.06
 3889|  344.70|    0.52
 3887|  341.21|   -2.21
16510|  344.07|    0.02
 3890|  347.14|    2.38
17862|  348.24|    3.18
 3888|  337.55|   -5.14
15040|  330.66|  -10.33
17886|  344.85|    0.43
14415|  342.45|   -1.47
 3891|  341.15|   -2.60
14416|  345.18|    0.48
16293|  348.41|    2.93
 3895|  349.27|    3.57
 3894|  344.68|    0.03
 3898|  356.69|    9.13
14417|  351.63|    5.32
 3897|  352.64|    6.05
 3892|  337.70|   -5.37
 3893|  338.01|   -5.18
17863|  348.26|    2.64
14419|  358.19|   10.04
 3899|  347.75|    2.17
16045|  337.22|   -5.87
14418|  340.14|   -3.67
 3896|  341.92|   -2.32
 9324|    6.87|   15.89
 3900|  345.94|    0.69
15041|  331.89|   -9.87
 3902|  344.60|   -0.43
14450|  337.03|   -6.15
15043|    1.91|   12.39
18897|  356.14|    8.26
 3908|  356.16|    8.26
14451|  346.69|    1.15
15042|  350.83|    4.28
 3904|  343.47|   -1.38
 3905|  344.84|   -0.34
17887|  339.46|   -4.43
14452|  341.30|   -3.06
 3903|  340.57|   -3.62
 3901|  337.72|   -5.77
14455|    0.71|   11.33
 3906|  345.01|   -0.30
19032|  328.09|  -12.73
 9325|   19.30|   22.93
 3912|  349.48|    3.07
14454|  348.85|    2.56
 3910|  345.53|    0.04
 3911|  345.40|   -0.06
 3914|  348.99|    2.63
 3907|  341.12|   -3.33
 3913|  344.37|   -0.91
19041|  331.77|  -10.23
 3909|  339.57|   -4.54
14453|  336.30|   -6.98
14456|  351.24|    4.20
 3915|  345.24|   -0.34
 3919|  349.97|    3.21
 3926|  354.20|    6.33
 3916|  344.48|   -0.96
 3923|  351.71|    4.47
 3922|  349.49|    2.80
 3924|  349.66|    2.90
 3920|  345.73|   -0.08
 3918|  344.30|   -1.16
17864|  347.65|    1.35
 3921|  344.87|   -0.75
 3917|  340.80|   -3.81
 3928|  349.80|    2.93
19039|  334.28|   -8.61
 9326|   19.33|   22.48
16499|  343.34|   -1.96
 3925|  343.87|   -1.57
14458|  350.86|    3.65
 3929|  350.25|    3.18
 3927|  344.74|   -0.95
 3930|  350.86|    3.61
14457|  339.58|   -4.82
 3932|  345.96|   -0.15
 3931|  344.73|   -1.10
 3939|  349.75|    2.65
 3933|  344.91|   -0.97
 3936|  346.96|    0.55
 3940|  350.68|    3.32
 3935|  345.00|   -0.92
 3934|  344.22|   -1.51
 3941|  350.54|    3.19
 3937|  345.73|   -0.40
 3938|  345.72|   -0.41
14459|  351.47|    3.85
17888|  342.00|   -3.22
16385|   96.01|   35.04
19040|  332.92|   -9.91
 3942|  345.19|   -1.06
14460|  348.87|    1.66
 3944|  345.79|   -0.64
 9327|   14.51|   19.02
 3943|  341.06|   -4.22
 3947|  347.86|    0.74
 3946|  344.72|   -1.60
19948|    3.56|   11.94
 3945|  341.35|   -4.11
18880|    4.10|   12.26
17865|  349.72|    1.94
 3948|  341.54|   -4.09
17396|  351.51|    3.22
 3950|  347.19|    0.02
 9328|   18.70|   21.01
 3949|  345.49|   -1.24
16051|  342.11|   -3.75
14461|  341.89|   -3.91
 3951|  346.98|   -0.21
 3954|  350.28|    2.16
14463|  353.21|    4.28
 3952|  345.49|   -1.36
 3953|  345.46|   -1.42
 3955|  350.55|    2.29
14462|  334.21|   -9.49
20047|  351.58|    3.01
14464|  351.00|    2.58
 3956|  351.23|    2.75
17721|  345.56|   -1.43
 3958|  349.49|    1.42
 3967|    0.19|    9.05
 3961|  352.58|    3.64
14465|  351.56|    2.89
 3959|  348.22|    0.46
 3960|  350.60|    2.20
17397|  353.37|    4.19
16046|  347.98|    0.25
16140|  321.87|  -17.57
17889|  339.66|   -5.79
 3965|  349.63|    1.40
 3962|  347.28|   -0.32
14467|  352.43|    3.41
14466|  352.17|    3.22
 3957|  341.84|   -4.28
 3963|  346.54|   -0.88
 3964|  345.65|   -1.55
 3975|  353.20|    3.92
17890|  344.95|   -2.07
 3978|  359.95|    8.69
 3966|  347.16|   -0.48
 3971|  348.75|    0.65
 3968|  347.16|   -0.51
 3969|  347.35|   -0.38
 3970|  346.88|   -0.74
 3973|  347.37|   -0.39
 3972|  347.18|   -0.53
 3977|  350.31|    1.72
 3976|  347.29|   -0.47
14469|  352.53|    3.30
18884|    3.49|   10.91
 3974|  343.32|   -3.41
 3979|  347.69|   -0.33
14468|  337.33|   -7.74
17398|  352.71|    3.26
 3990|    1.57|    9.48
14472|  342.79|   -3.90
 3989|  358.14|    7.06
17399|  353.09|    3.48
 3981|  347.37|   -0.64
 3983|  350.14|    1.35
 3980|  344.36|   -2.82
 3982|  347.43|   -0.61
 3985|  350.44|    1.54
14470|  334.11|  -10.01
14471|  335.48|   -9.09
 9329|   15.39|   18.12
 3987|  350.68|    1.68
 3984|  347.62|   -0.54
17400|  353.45|    3.63
 3986|  347.46|   -0.68
14473|  343.66|   -3.41
 3988|  347.27|   -0.86
14474|  352.39|    2.81
 3991|  347.60|   -0.66
 4004|    1.50|    9.14
 3999|  354.18|    4.02
 3992|  347.06|   -1.07
17401|  352.87|    3.09
14476|  352.59|    2.87
 3995|  348.80|    0.15
 3994|  347.23|   -1.01
 9330|   16.64|   18.57
 4003|  353.32|    3.33
 3996|  347.42|   -0.90
 3997|  347.73|   -0.69
 3998|  347.61|   -0.78
 4000|  347.55|   -0.83
 4001|  348.29|   -0.30
14475|  338.30|   -7.36
 3993|  342.57|   -4.39
 4006|  352.49|    2.67
14478|  353.44|    3.33
14477|  340.16|   -6.12
 4005|  348.83|    0.01
17402|  352.96|    2.95
 4010|  350.91|    1.46
 4002|  345.16|   -2.64
 4008|  347.58|   -0.95
16141|  331.31|  -12.16
 4009|  347.70|   -0.88
 4007|  345.29|   -2.61
 4011|  347.70|   -0.91
 4014|  350.40|    1.01
 4018|  353.72|    3.36
 4012|  346.78|   -1.60
 4015|  348.82|   -0.16
 4019|  350.79|    1.23
 4021|  351.20|    1.49
 4016|  347.35|   -1.25
 4020|  348.21|   -0.66
 4017|  347.43|   -1.22
17403|  353.02|    2.73
 4024|  351.41|    1.59
 4013|  343.63|   -3.92
 4022|  348.67|   -0.35
 4039|    0.03|    7.60
 9331|    8.09|   12.90
 4023|  347.91|   -0.93
 4029|  351.31|    1.46
16386|   56.40|   33.14
 4030|  350.85|    1.12
 4031|  351.20|    1.37
 4026|  349.27|   -0.01
 4027|  349.37|    0.06
 4044|  357.57|    5.82
 4033|  351.22|    1.36
 4035|  351.29|    1.41
 4036|  351.23|    1.36
 4025|  347.57|   -1.23
 4034|  350.24|    0.65
19048|  338.02|   -7.90
 4028|  347.90|   -1.01
 4038|  351.60|    1.60
 4040|  352.02|    1.88
 4032|  347.53|   -1.30
17404|  352.54|    2.23
 4043|  351.51|    1.49
14479|  343.29|   -4.31
14480|  344.03|   -3.79
 4041|  348.79|   -0.47
 4042|  348.79|   -0.48
 4046|  351.04|    1.10
16295|  339.87|   -6.72
 4037|  345.95|   -2.49
 4051|  350.57|    0.75
14482|  353.19|    2.59
 4049|  348.93|   -0.43
 4061|  356.58|    4.92
 4052|  347.62|   -1.38
 4045|  345.26|   -3.05
14484|  353.95|    3.06
14483|  353.77|    2.93
 4058|  353.91|    3.02
 4057|  352.25|    1.85
 4060|  353.89|    3.01
 4047|  345.27|   -3.06
 4053|  347.78|   -1.30
 4048|  345.28|   -3.06
 4050|  345.24|   -3.09
 4054|  348.40|   -0.89
 4056|  348.95|   -0.51
 4059|  349.89|    0.12
14485|  345.26|   -3.13
18749|  348.67|   -0.74
14481|  339.04|   -7.43
18751|  348.67|   -0.75
 4055|  345.35|   -3.08
18750|  348.68|   -0.76
 4063|  348.92|   -0.60
 4068|  352.67|    2.04
 4070|  354.62|    3.39
 4064|  348.69|   -0.77
18769|  348.67|   -0.79
16047|  351.26|    1.03
17405|  354.00|    2.95
 4079|    2.69|    8.88
 4072|  355.03|    3.64
 4065|  348.72|   -0.78
18770|  348.71|   -0.79
18768|  348.72|   -0.79
18771|  348.71|   -0.79
 4062|  345.66|   -2.93
18748|  348.72|   -0.80
18772|  348.71|   -0.80
 4067|  348.73|   -0.79
18767|  348.72|   -0.80
18747|  348.76|   -0.78
 4071|  351.34|    1.03
 4069|  349.60|   -0.19
 4073|  351.13|    0.85
14486|  347.93|   -1.40
 4074|  349.43|   -0.38
18079|  344.32|   -3.94
 4066|  343.16|   -4.76
 4078|  351.32|    0.92
 4077|  349.59|   -0.31
 4075|  348.38|   -1.16
 4080|  351.03|    0.66
 4081|  351.03|    0.65
16050|  351.04|    0.65
 4085|  354.22|    2.87
 4086|  352.58|    1.69
 4084|  351.75|    1.10
 4076|  343.97|   -4.32
 4087|  351.19|    0.69
16048|  351.15|    0.65
 4088|  352.05|    1.28
 4089|  351.38|    0.79
 4082|  347.48|   -1.93
 4102|    5.43|   10.33
 4092|  351.42|    0.77
 4093|  351.41|    0.75
16049|  351.33|    0.68
 4090|  347.08|   -2.28
 4095|  351.13|    0.52
 4083|  342.94|   -5.15
 4094|  349.28|   -0.78
 4109|    6.65|   11.00
14487|  349.56|   -0.60
 4099|  351.34|    0.60
 4100|  351.35|    0.61
 4097|  349.06|   -0.98
 4101|  351.18|    0.48
 4098|  349.38|   -0.77
 4105|  355.24|    3.26
 4091|  343.04|   -5.18
 4103|  349.65|   -0.67
16942|  328.68|  -14.52
 4104|  348.42|   -1.56
 4096|  341.50|   -6.31
 4106|  349.67|   -0.71
14488|  348.00|   -1.88
 4107|  349.46|   -0.87
 4108|  349.52|   -0.84
 4113|  353.75|    2.03
 4117|  354.73|    2.66
 4116|  354.20|    2.29
15046|    0.46|    6.55
 4112|  349.80|   -0.75
 4111|  349.60|   -0.89
 4110|  346.51|   -3.02
 4119|  354.23|    2.24
 4114|  348.62|   -1.62
 4115|  348.23|   -1.90
 4118|  348.44|   -1.80
 4120|  349.95|   -0.79
 4123|  351.64|    0.28
14489|  349.38|   -1.27
 4121|  348.96|   -1.57
 4122|  349.79|   -1.02
 9332|    8.55|   11.49
14490|  349.40|   -1.31
15045|  342.01|   -6.33
 4124|  349.88|   -1.00
 4125|  349.89|   -1.04
 4126|  351.34|   -0.06
16445|   61.44|   32.71
 4128|  351.67|    0.09
 4127|  348.86|   -1.85
 4129|  350.65|   -0.64
 9333|   17.64|   16.68
15044|  328.89|  -14.75
 4131|  350.02|   -1.09
 4133|  352.53|    0.61
15047|  344.86|   -4.62
 4132|  350.68|   -0.68
 4134|  349.90|   -1.23
 4130|  346.51|   -3.53
 4135|  350.03|   -1.14
 4136|  350.02|   -1.16
17700|  353.10|    0.91
 4138|  353.31|    1.04
 4146|  359.18|    5.00
17418|   37.84|   26.10
 4140|  353.94|    1.45
17699|  353.12|    0.90
14491|  351.80|   -0.01
17698|  353.12|    0.88
16122|  353.11|    0.87
16121|  353.16|    0.90
17696|  353.14|    0.88
18754|  353.17|    0.90
17695|  353.15|    0.89
 4142|  353.17|    0.90
18755|  353.17|    0.90
18756|  353.17|    0.90
18753|  353.16|    0.89
 4137|  349.42|   -1.66
18752|  353.17|    0.89
16120|  353.20|    0.91
17697|  353.13|    0.85
16052|  353.20|    0.90
 4141|  350.21|   -1.15
 4143|  350.25|   -1.15
 4145|  350.28|   -1.14
18945|   37.25|   25.72
 4148|  353.23|    0.83
 4139|  344.91|   -4.81
 4147|  349.98|   -1.41
 4144|  345.54|   -4.42
15048|  334.64|  -11.48
 4149|  350.38|   -1.18
19693|  353.07|    0.64
 4150|  350.68|   -0.98
16123|  353.09|    0.64
19692|  353.11|    0.65
14492|  346.82|   -3.61
 4151|  353.32|    0.77
 9334|   31.69|   23.27
18967|   42.30|   27.41
 4153|  350.59|   -1.14
 4154|  351.80|   -0.33
14493|  346.38|   -3.99
 4156|  353.96|    1.09
 4152|  347.21|   -3.46
14496|  353.04|    0.45
18947|   35.17|   24.62
18076|  344.73|   -5.13
 4155|  349.49|   -1.95
 9335|   12.97|   13.31
14495|  346.79|   -3.79
14390|  353.30|    0.55
 4157|  348.98|   -2.36
 4161|  357.96|    3.67
18074|  344.70|   -5.22
 4160|  352.56|    0.02
14494|  341.85|   -7.11
 4158|  348.83|   -2.53
 4162|  354.75|    1.44
 4159|  348.38|   -2.84
 9336|   20.73|   17.57
19988|  359.96|    4.91
18077|  344.68|   -5.32
16263|  342.65|   -6.68
 4163|  349.20|   -2.39
 4164|  349.31|   -2.32
 4165|  349.91|   -1.93
14391|  348.25|   -3.04
 4169|  356.60|    2.54
 4170|  356.78|    2.64
 4166|  349.99|   -1.94
14393|  347.58|   -3.55
 4167|  350.10|   -1.88
 4171|  352.15|   -0.54
 4168|  348.67|   -2.87
 4178|    2.32|    6.17
 4176|  356.56|    2.34
14392|  339.91|   -8.63
 4180|    8.30|    9.95
 4172|  351.10|   -1.32
 4189|  349.86|   -2.15
 4173|  348.90|   -2.84
 4175|  350.88|   -1.53
 4177|  353.30|    0.08
 4174|  348.48|   -3.14
14394|  344.88|   -5.53
18881|    7.87|    9.51
14395|  354.14|    0.56
 4179|  351.05|   -1.53
18081|  345.50|   -5.23
 4181|  354.66|    0.82
 4186|    5.63|    7.96
 4182|  355.91|    1.60
 4183|  357.27|    2.50
 4184|  357.25|    2.45
 9337|   19.13|   15.93
 4185|  355.77|    1.40
14396|  344.11|   -6.31
 4190|    9.69|   10.25
 4187|  354.19|    0.24
16294|  336.88|  -10.95
14397|  346.43|   -4.98
15049|  351.27|   -1.84
 9338|   13.23|   12.17
 4188|  351.63|   -1.63
 9339|   13.41|   12.22
 4192|  357.35|    2.07
16943|  337.59|  -10.64
 4198|    8.29|    9.05
 4193|  356.27|    1.33
 4191|  351.98|   -1.50
14398|  355.80|    0.97
 4196|  357.45|    2.02
 4197|  357.26|    1.88
 4194|  350.60|   -2.50
 4199|  357.79|    2.16
14399|  355.08|    0.39
15050|  340.76|   -8.83
 4195|  350.67|   -2.51
 4200|  357.81|    2.14
 4201|  356.23|    1.07
16866|   34.98|   22.90
 4203|  354.76|    0.05
 4202|  351.95|   -1.82
 4204|  351.23|   -2.35
 4205|  351.62|   -2.15
 4210|  357.94|    1.94
 4207|  354.80|   -0.10
 4209|  355.08|    0.08
18075|  345.45|   -6.13
17265|  348.27|   -4.34
 4208|  354.60|   -0.25
 9340|   21.83|   16.34
 4216|    6.35|    7.28
 4206|  351.90|   -2.03
 4215|  359.65|    2.94
16264|  347.27|   -5.06
 4213|  357.16|    1.31
15082|  351.74|   -2.21
19053|  322.01|  -19.53
 4212|  351.20|   -2.62
14420|  344.57|   -6.86
 4211|  348.73|   -4.23
 4220|  357.41|    1.35
 4217|  353.41|   -1.24
14421|  343.76|   -7.40
 4214|  349.87|   -3.53
 4218|  354.73|   -0.41
 4221|  354.41|   -0.67
14424|  355.65|    0.12
 4219|  351.48|   -2.57
 4223|  354.65|   -0.55
14422|  350.17|   -3.43
18078|  346.72|   -5.63
19715|  355.63|    0.06
19714|  355.67|    0.08
 4222|  351.72|   -2.47
19716|  355.67|    0.07
14423|  348.30|   -4.67
 4225|  355.67|    0.05
 4226|  355.67|    0.05
 4234|    4.48|    5.63
 4227|  353.41|   -1.46
17891|  345.86|   -6.27
 4232|  357.36|    1.07
 4224|  348.00|   -4.94
14425|  341.41|   -9.04
 4229|  354.93|   -0.51
 4231|  354.78|   -0.62
 4230|  353.62|   -1.39
 4228|  350.84|   -3.18
 4243|  359.33|    2.23
 9341|   31.28|   20.41
 4233|  352.72|   -2.03
14426|  351.80|   -2.63
 4237|  354.79|   -0.72
 4240|  355.02|   -0.57
 4236|  354.22|   -1.09
 4235|  353.92|   -1.29
 4239|  354.63|   -0.83
18946|   38.84|   23.60
 4241|  353.95|   -1.28
 4244|  356.00|    0.03
 4242|  354.52|   -0.93
 4238|  352.76|   -2.06
 4248|  358.77|    1.79
 9343|   32.65|   20.95
19989|   24.98|   17.23
 4245|  354.15|   -1.21
 9342|   11.42|    9.63
 4246|  354.08|   -1.28
 4249|  353.94|   -1.40
 4247|  352.97|   -2.02
16991|  355.07|   -0.69
 4250|  353.97|   -1.39
16982|  355.05|   -0.71
16980|  355.06|   -0.70
16981|  355.06|   -0.71
 4253|  355.08|   -0.69
 4252|  354.73|   -0.92
 4251|  354.31|   -1.19
16993|  355.08|   -0.71
 4255|  355.08|   -0.70
16994|  355.08|   -0.70
 4254|  354.73|   -0.93
 4256|  355.07|   -0.71
 4258|  355.23|   -0.62
 4257|  354.96|   -0.80
 4259|  354.98|   -0.79
16983|  355.06|   -0.74
 4260|  354.81|   -0.90
 4261|  355.13|   -0.70
16984|  355.06|   -0.75
 4273|    1.46|    3.32
 4262|  355.06|   -0.76
 4265|  355.58|   -0.43
 4263|  355.04|   -0.77
 4264|  355.07|   -0.76
 4277|    4.15|    5.01
 4266|  355.10|   -0.75
16995|  355.10|   -0.75
 4268|  355.61|   -0.43
19046|  337.09|  -11.86
16986|  355.07|   -0.77
16988|  355.14|   -0.73
 4267|  354.62|   -1.07
16985|  355.07|   -0.79
 4269|  355.26|   -0.67
16992|  355.10|   -0.78
16989|  355.04|   -0.82
16987|  355.10|   -0.78
16979|  355.15|   -0.76
 4272|  355.90|   -0.29
 4271|  355.24|   -0.71
14427|  345.74|   -6.70
 4270|  354.13|   -1.43
16990|  355.10|   -0.82
 4276|  355.72|   -0.44
 4274|  354.54|   -1.20
 4279|  357.99|    0.98
 4275|  354.68|   -1.12
 4278|  354.99|   -0.97
 4280|  355.38|   -0.74
 4281|  355.38|   -0.74
 9344|   13.90|   10.73
14429|  350.71|   -3.72
 4282|  355.21|   -0.87
14428|  345.28|   -7.10
 4284|  354.81|   -1.15
 4283|  353.89|   -1.74
18969|   45.86|   25.69
 4295|  357.60|    0.59
 4286|  353.66|   -1.92
 4287|  353.91|   -1.76
 4285|  352.83|   -2.46
 4288|  353.94|   -1.76
 4289|  353.94|   -1.76
 4290|  353.93|   -1.78
 4291|  353.93|   -1.79
 4308|    8.52|    7.38
 4301|  358.94|    1.38
 4303|  359.50|    1.73
 4292|  352.85|   -2.49
 4293|  352.88|   -2.48
 4294|  352.87|   -2.49
 4296|  354.00|   -1.77
16363|   17.00|   12.34
 4297|  352.87|   -2.51
 4298|  352.89|   -2.51
 4302|  355.23|   -1.03
 4299|  353.74|   -1.98
 4300|  353.67|   -2.03
 4306|  358.98|    1.31
 4305|  355.28|   -1.08
 4304|  355.08|   -1.21
14431|    0.48|    2.18
 4307|  353.96|   -1.96
 9345|   28.43|   18.15
 4309|  354.14|   -1.91
14430|  344.44|   -7.95
 4310|  354.46|   -1.75
 4311|  353.72|   -2.27
 4323|    8.23|    6.74
 4315|  359.99|    1.62
 4316|  359.79|    1.49
 4322|    3.34|    3.70
14432|  358.42|    0.60
16719|   72.32|   31.27
 4314|  355.32|   -1.36
 4312|  352.15|   -3.34
 4313|  353.97|   -2.20
 4317|  358.57|    0.68
 4319|  359.58|    1.31
16364|  356.44|   -0.69
19753|  103.94|   31.07
19990|   23.98|   15.54
 9346|   14.54|   10.32
 4321|  353.60|   -2.56
 4320|  353.26|   -2.77
19030|  331.51|  -15.48
 4318|  350.62|   -4.44
18080|  346.79|   -6.80
 4324|  359.41|    0.98
 4327|    3.30|    3.40
 4325|  359.14|    0.76
 4328|    0.19|    1.38
17526|  345.79|   -7.54
