# yr month day band date mag e_mag
2011 01 16 I 2455578.169 12.57 0.0220 
2011 01 16 I 2455578.232 12.78 0.0190 
2011 01 16 I 2455578.235 12.82 0.0190 
2011 01 16 I 2455578.238 12.80 0.0190 
2011 01 16 I 2455578.241 12.82 0.0200 
2011 01 16 I 2455578.244 12.81 0.0190 
2011 01 16 I 2455578.247 12.85 0.0210 
2011 01 16 I 2455578.250 12.88 0.0220 
2011 01 16 I 2455578.253 12.99 0.0240 
2011 01 16 I 2455578.256 13.01 0.0210 
2011 01 16 I 2455578.259 12.98 0.0190 
2011 01 16 I 2455578.262 12.92 0.0180 
2011 01 16 I 2455578.265 12.93 0.0190 
2011 01 16 I 2455578.267 12.88 0.0180 
2011 01 16 I 2455578.270 12.84 0.0200 
2011 01 16 I 2455578.273 12.88 0.0220 
2011 01 16 I 2455578.276 12.88 0.0220 
2011 01 16 I 2455578.279 12.83 0.0210 
2011 01 16 I 2455578.282 12.92 0.0220 
2011 01 16 I 2455578.285 12.87 0.0210 
2011 01 16 I 2455578.288 12.84 0.0210 
2011 01 16 I 2455578.291 12.81 0.0220 
2011 01 16 I 2455578.294 12.81 0.0220 
2011 01 16 I 2455578.296 12.80 0.0210 
2011 01 16 I 2455578.299 12.79 0.0210 
2011 01 16 I 2455578.302 12.75 0.0210 
2011 01 16 I 2455578.305 12.71 0.0200 
2011 01 16 I 2455578.308 12.68 0.0190 
2011 01 16 I 2455578.311 12.71 0.0210 
2011 01 16 I 2455578.322 12.64 0.0190 
2011 01 16 I 2455578.325 12.57 0.0200 
2011 01 16 I 2455578.328 12.58 0.0190 
2011 01 16 I 2455578.331 12.51 0.0180 
2011 01 16 I 2455578.334 12.49 0.0190 
2011 01 16 I 2455578.337 12.49 0.0200 
2011 01 16 I 2455578.340 12.50 0.0190 
2011 01 16 I 2455578.343 12.50 0.0180 
2011 01 16 I 2455578.345 12.53 0.0190 
2011 01 16 I 2455578.348 12.54 0.0200 
2011 01 16 I 2455578.351 12.65 0.0220 
2011 01 16 I 2455578.354 12.62 0.0200 
2011 01 16 I 2455578.357 12.67 0.0200 
2011 01 16 I 2455578.360 12.69 0.0210 
2011 01 16 I 2455578.363 12.60 0.0190 
2011 01 16 I 2455578.366 12.71 0.0210 
2011 01 16 I 2455578.369 12.73 0.0210 
2011 01 16 I 2455578.372 12.69 0.0210 
2011 01 16 I 2455578.374 12.71 0.0200 
2011 01 16 I 2455578.377 12.74 0.0210 
2011 01 16 I 2455578.380 12.72 0.0220 
2011 01 16 I 2455578.383 12.71 0.0210 
2011 01 16 I 2455578.386 12.73 0.0220 
2011 01 16 I 2455578.389 12.75 0.0220 
2011 01 16 I 2455578.395 12.75 0.0220 
2011 01 16 I 2455578.398 12.76 0.0210 
2011 01 16 I 2455578.401 12.78 0.0240 
2011 01 16 I 2455578.404 12.82 0.0250 
2011 01 16 I 2455578.407 12.84 0.0250 
2011 01 16 R 2455578.163 13.38 0.0080 
2011 01 16 R 2455578.173 13.38 0.0070 
2011 01 16 R 2455578.182 13.37 0.0070 
2011 01 16 R 2455578.185 13.39 0.0070 
2011 01 16 R 2455578.188 13.39 0.0070 
2011 01 16 R 2455578.191 13.38 0.0070 
2011 01 16 R 2455578.194 13.39 0.0070 
2011 01 16 R 2455578.197 13.37 0.0070 
2011 01 16 R 2455578.199 13.36 0.0070 
2011 01 16 R 2455578.202 13.37 0.0070 
2011 01 16 R 2455578.205 13.38 0.0070 
2011 01 16 R 2455578.208 13.39 0.0070 
2011 01 16 R 2455578.211 13.37 0.0070 
2011 01 16 R 2455578.214 13.39 0.0080 
2011 01 16 R 2455578.217 13.39 0.0070 
2011 01 16 R 2455578.220 13.38 0.0080 
2011 01 16 R 2455578.223 13.37 0.0070 
2011 01 16 R 2455578.225 13.38 0.0080 
2011 01 16 R 2455578.228 13.37 0.0070 
2011 01 16 R 2455578.231 13.39 0.0080 
2011 01 16 R 2455578.234 13.39 0.0080 
2011 01 16 R 2455578.237 13.38 0.0080 
2011 01 16 R 2455578.240 13.38 0.0070 
2011 01 16 R 2455578.243 13.38 0.0080 
2011 01 16 R 2455578.246 13.38 0.0080 
2011 01 16 R 2455578.249 13.37 0.0080 
2011 01 16 R 2455578.252 13.37 0.0080 
2011 01 16 R 2455578.255 13.38 0.0070 
2011 01 16 R 2455578.258 13.37 0.0080 
2011 01 16 R 2455578.261 13.38 0.0070 
2011 01 16 R 2455578.264 13.38 0.0080 
2011 01 16 R 2455578.267 13.37 0.0080 
2011 01 16 R 2455578.269 13.37 0.0080 
2011 01 16 R 2455578.272 13.38 0.0070 
2011 01 16 R 2455578.275 13.38 0.0080 
2011 01 16 R 2455578.278 13.37 0.0080 
2011 01 16 R 2455578.281 13.36 0.0080 
2011 01 16 R 2455578.284 13.37 0.0070 
2011 01 16 R 2455578.287 13.35 0.0080 
2011 01 16 R 2455578.290 13.37 0.0070 
2011 01 16 R 2455578.293 13.37 0.0080 
2011 01 16 R 2455578.296 13.37 0.0070 
2011 01 16 R 2455578.298 13.38 0.0080 
2011 01 16 R 2455578.301 13.38 0.0070 
2011 01 16 R 2455578.304 13.37 0.0080 
2011 01 16 R 2455578.307 13.36 0.0080 
2011 01 16 R 2455578.310 13.36 0.0070 
2011 01 16 R 2455578.321 13.37 0.0070 
2011 01 16 R 2455578.324 13.37 0.0070 
2011 01 16 R 2455578.327 13.36 0.0070 
2011 01 16 R 2455578.330 13.34 0.0070 
2011 01 16 R 2455578.333 13.36 0.0070 
2011 01 16 R 2455578.336 13.35 0.0060 
2011 01 16 R 2455578.339 13.35 0.0070 
2011 01 16 R 2455578.342 13.37 0.0060 
2011 01 16 R 2455578.345 13.35 0.0060 
2011 01 16 R 2455578.347 13.34 0.0060 
2011 01 16 R 2455578.350 13.34 0.0060 
2011 01 16 R 2455578.353 13.35 0.0050 
2011 01 16 R 2455578.356 13.37 0.0050 
2011 01 16 R 2455578.359 13.35 0.0050 
2011 01 16 R 2455578.362 13.35 0.0050 
2011 01 16 R 2455578.365 13.34 0.0050 
2011 01 16 R 2455578.368 13.36 0.0050 
2011 01 16 R 2455578.371 13.35 0.0050 
2011 01 16 R 2455578.374 13.34 0.0050 
2011 01 16 R 2455578.376 13.35 0.0050 
2011 01 16 R 2455578.379 13.35 0.0060 
2011 01 16 R 2455578.382 13.34 0.0050 
2011 01 16 R 2455578.385 13.35 0.0050 
2011 01 16 R 2455578.388 13.35 0.0060 
2011 01 16 R 2455578.394 13.34 0.0060 
2011 01 16 R 2455578.397 13.34 0.0060 
2011 01 16 R 2455578.400 13.35 0.0060 
2011 01 16 R 2455578.403 13.33 0.0060 
2011 01 16 R 2455578.406 13.34 0.0070 
2011 01 16 R 2455578.412 13.43 0.0520 
2011 01 16 V 2455578.158 13.71 0.0070 
2011 01 16 V 2455578.161 13.69 0.0100 
2011 01 16 V 2455578.170 13.69 0.0080 
2011 01 16 V 2455578.181 13.80 0.0080 
2011 01 16 V 2455578.184 13.80 0.0080 
2011 01 16 V 2455578.187 13.80 0.0080 
2011 01 16 V 2455578.190 13.81 0.0080 
2011 01 16 V 2455578.193 13.80 0.0080 
2011 01 16 V 2455578.196 13.80 0.0080 
2011 01 16 V 2455578.198 13.80 0.0080 
2011 01 16 V 2455578.201 13.81 0.0080 
2011 01 16 V 2455578.204 13.80 0.0080 
2011 01 16 V 2455578.207 13.81 0.0080 
2011 01 16 V 2455578.210 13.80 0.0080 
2011 01 16 V 2455578.213 13.82 0.0080 
2011 01 16 V 2455578.216 13.81 0.0080 
2011 01 16 V 2455578.219 13.80 0.0080 
2011 01 16 V 2455578.222 13.82 0.0090 
2011 01 16 V 2455578.224 13.80 0.0080 
2011 01 16 V 2455578.227 13.82 0.0090 
2011 01 16 V 2455578.230 13.81 0.0090 
2011 01 16 V 2455578.233 13.80 0.0080 
2011 01 16 V 2455578.236 13.77 0.0090 
2011 01 16 V 2455578.239 13.78 0.0090 
2011 01 16 V 2455578.242 13.80 0.0090 
2011 01 16 V 2455578.245 13.81 0.0090 
2011 01 16 V 2455578.248 13.81 0.0090 
2011 01 16 V 2455578.251 13.82 0.0090 
2011 01 16 V 2455578.254 13.81 0.0080 
2011 01 16 V 2455578.257 13.81 0.0090 
2011 01 16 V 2455578.260 13.80 0.0090 
2011 01 16 V 2455578.263 13.80 0.0090 
2011 01 16 V 2455578.266 13.80 0.0090 
2011 01 16 V 2455578.268 13.77 0.0090 
2011 01 16 V 2455578.271 13.77 0.0090 
2011 01 16 V 2455578.274 13.80 0.0090 
2011 01 16 V 2455578.277 13.81 0.0090 
2011 01 16 V 2455578.280 13.79 0.0090 
2011 01 16 V 2455578.283 13.76 0.0080 
2011 01 16 V 2455578.286 13.82 0.0090 
2011 01 16 V 2455578.289 13.78 0.0080 
2011 01 16 V 2455578.292 13.79 0.0080 
2011 01 16 V 2455578.294 13.82 0.0090 
2011 01 16 V 2455578.297 13.82 0.0090 
2011 01 16 V 2455578.300 13.82 0.0080 
2011 01 16 V 2455578.303 13.80 0.0080 
2011 01 16 V 2455578.306 13.81 0.0080 
2011 01 16 V 2455578.309 13.81 0.0090 
2011 01 16 V 2455578.320 13.79 0.0080 
2011 01 16 V 2455578.323 13.80 0.0080 
2011 01 16 V 2455578.326 13.82 0.0080 
2011 01 16 V 2455578.329 13.80 0.0080 
2011 01 16 V 2455578.332 13.81 0.0070 
2011 01 16 V 2455578.335 13.80 0.0070 
2011 01 16 V 2455578.338 13.80 0.0070 
2011 01 16 V 2455578.341 13.81 0.0070 
2011 01 16 V 2455578.344 13.80 0.0060 
2011 01 16 V 2455578.346 13.79 0.0060 
2011 01 16 V 2455578.349 13.80 0.0060 
2011 01 16 V 2455578.352 13.79 0.0060 
2011 01 16 V 2455578.355 13.80 0.0050 
2011 01 16 V 2455578.358 13.80 0.0050 
2011 01 16 V 2455578.361 13.79 0.0050 
2011 01 16 V 2455578.364 13.80 0.0050 
2011 01 16 V 2455578.367 13.80 0.0050 
2011 01 16 V 2455578.370 13.80 0.0050 
2011 01 16 V 2455578.373 13.78 0.0050 
2011 01 16 V 2455578.375 13.79 0.0050 
2011 01 16 V 2455578.378 13.78 0.0050 
2011 01 16 V 2455578.381 13.77 0.0050 
2011 01 16 V 2455578.384 13.79 0.0050 
2011 01 16 V 2455578.387 13.79 0.0050 
2011 01 16 V 2455578.393 13.78 0.0060 
2011 01 16 V 2455578.396 13.77 0.0060 
2011 01 16 V 2455578.399 13.77 0.0060 
2011 01 16 V 2455578.402 13.77 0.0060 
2011 01 16 V 2455578.405 13.79 0.0070 
2011 01 16 V 2455578.408 13.78 0.0280 
2011 01 16 V 2455578.411 13.77 0.0210 
2011 02 21 I 2455614.033 13.04 0.0330 
2011 02 21 I 2455614.035 12.97 0.0310 
2011 02 21 I 2455614.038 13.07 0.0330 
2011 02 21 I 2455614.041 13.06 0.0310 
2011 02 21 I 2455614.046 13.02 0.0240 
2011 02 21 I 2455614.049 12.99 0.0250 
2011 02 21 I 2455614.052 13.04 0.0250 
2011 02 21 I 2455614.056 12.98 0.0240 
2011 02 21 I 2455614.059 13.05 0.0250 
2011 02 21 I 2455614.062 12.99 0.0220 
2011 02 21 I 2455614.065 12.97 0.0210 
2011 02 21 I 2455614.068 12.98 0.0210 
2011 02 21 I 2455614.072 13.04 0.0220 
2011 02 21 I 2455614.075 13.06 0.0230 
2011 02 21 I 2455614.078 13.05 0.0230 
2011 02 21 I 2455614.081 13.05 0.0240 
2011 02 21 I 2455614.084 13.01 0.0230 
2011 02 21 I 2455614.088 13.02 0.0240 
2011 02 21 I 2455614.091 12.99 0.0220 
2011 02 21 I 2455614.094 13.00 0.0230 
2011 02 21 I 2455614.097 13.10 0.0240 
2011 02 21 I 2455614.100 13.11 0.0260 
2011 02 21 I 2455614.103 13.11 0.0260 
2011 02 21 I 2455614.107 13.18 0.0270 
2011 02 21 I 2455614.110 13.13 0.0260 
2011 02 21 I 2455614.113 13.21 0.0280 
2011 02 21 I 2455614.116 13.25 0.0280 
2011 02 21 I 2455614.119 13.21 0.0260 
2011 02 21 I 2455614.123 13.26 0.0280 
2011 02 21 I 2455614.126 13.21 0.0260 
2011 02 21 I 2455614.129 13.19 0.0270 
2011 02 21 I 2455614.132 13.14 0.0250 
2011 02 21 I 2455614.135 13.14 0.0260 
2011 02 21 I 2455614.138 13.10 0.0250 
2011 02 21 I 2455614.142 13.01 0.0230 
2011 02 21 I 2455614.145 12.97 0.0230 
2011 02 21 I 2455614.148 12.96 0.0220 
2011 02 21 I 2455614.151 12.92 0.0220 
2011 02 21 I 2455614.154 12.90 0.0220 
2011 02 21 I 2455614.158 12.99 0.0210 
2011 02 21 I 2455614.161 12.97 0.0200 
2011 02 21 I 2455614.164 13.08 0.0210 
2011 02 21 I 2455614.167 13.03 0.0200 
2011 02 21 I 2455614.170 13.04 0.0210 
2011 02 21 I 2455614.174 12.97 0.0220 
2011 02 21 I 2455614.177 12.96 0.0240 
2011 02 21 I 2455614.180 12.90 0.0230 
2011 02 21 I 2455614.186 12.85 0.0220 
2011 02 21 I 2455614.190 12.86 0.0230 
2011 02 21 I 2455614.193 12.86 0.0220 
2011 02 21 I 2455614.196 12.92 0.0250 
2011 02 21 I 2455614.199 12.99 0.0250 
2011 02 21 I 2455614.202 13.03 0.0260 
2011 02 21 I 2455614.205 13.00 0.0250 
2011 02 21 I 2455614.209 13.07 0.0280 
2011 02 21 I 2455614.212 13.05 0.0270 
2011 02 21 I 2455614.215 13.09 0.0280 
2011 02 21 I 2455614.218 13.15 0.0280 
2011 02 21 I 2455614.221 13.21 0.0290 
2011 02 21 I 2455614.225 13.20 0.0280 
2011 02 21 I 2455614.228 13.18 0.0270 
2011 02 21 I 2455614.231 13.21 0.0280 
2011 02 21 I 2455614.234 13.24 0.0280 
2011 02 21 I 2455614.237 13.22 0.0280 
2011 02 21 I 2455614.241 13.23 0.0280 
2011 02 21 I 2455614.246 13.23 0.0280 
2011 02 21 I 2455614.249 13.32 0.0310 
2011 02 21 I 2455614.253 13.32 0.0310 
2011 02 21 I 2455614.256 13.40 0.0330 
2011 02 21 I 2455614.259 13.39 0.0340 
2011 02 21 I 2455614.262 13.48 0.0360 
2011 02 21 I 2455614.265 13.38 0.0340 
2011 02 21 I 2455614.268 13.37 0.0340 
2011 02 21 I 2455614.272 13.30 0.0310 
2011 02 21 R 2455614.032 13.71 0.0120 
2011 02 21 R 2455614.035 13.75 0.0120 
2011 02 21 R 2455614.037 13.69 0.0120 
2011 02 21 R 2455614.040 13.73 0.0120 
2011 02 21 R 2455614.045 13.70 0.0120 
2011 02 21 R 2455614.048 13.69 0.0120 
2011 02 21 R 2455614.052 13.70 0.0120 
2011 02 21 R 2455614.055 13.72 0.0130 
2011 02 21 R 2455614.058 13.68 0.0110 
2011 02 21 R 2455614.061 13.68 0.0120 
2011 02 21 R 2455614.064 13.68 0.0120 
2011 02 21 R 2455614.067 13.71 0.0120 
2011 02 21 R 2455614.071 13.72 0.0120 
2011 02 21 R 2455614.074 13.69 0.0120 
2011 02 21 R 2455614.077 13.69 0.0120 
2011 02 21 R 2455614.080 13.67 0.0120 
2011 02 21 R 2455614.083 13.68 0.0120 
2011 02 21 R 2455614.087 13.66 0.0120 
2011 02 21 R 2455614.090 13.68 0.0120 
2011 02 21 R 2455614.093 13.70 0.0130 
2011 02 21 R 2455614.096 13.70 0.0120 
2011 02 21 R 2455614.099 13.66 0.0120 
2011 02 21 R 2455614.102 13.70 0.0130 
2011 02 21 R 2455614.106 13.67 0.0120 
2011 02 21 R 2455614.109 13.68 0.0130 
2011 02 21 R 2455614.112 13.70 0.0140 
2011 02 21 R 2455614.115 13.67 0.0130 
2011 02 21 R 2455614.118 13.68 0.0130 
2011 02 21 R 2455614.122 13.67 0.0130 
2011 02 21 R 2455614.125 13.64 0.0130 
2011 02 21 R 2455614.128 13.66 0.0130 
2011 02 21 R 2455614.131 13.63 0.0130 
2011 02 21 R 2455614.134 13.63 0.0130 
2011 02 21 R 2455614.137 13.65 0.0140 
2011 02 21 R 2455614.141 13.67 0.0140 
2011 02 21 R 2455614.144 13.65 0.0130 
2011 02 21 R 2455614.147 13.66 0.0140 
2011 02 21 R 2455614.150 13.64 0.0140 
2011 02 21 R 2455614.153 13.63 0.0140 
2011 02 21 R 2455614.157 13.64 0.0140 
2011 02 21 R 2455614.160 13.63 0.0150 
2011 02 21 R 2455614.163 13.64 0.0150 
2011 02 21 R 2455614.166 13.65 0.0160 
2011 02 21 R 2455614.169 13.60 0.0140 
2011 02 21 R 2455614.173 13.61 0.0150 
2011 02 21 R 2455614.176 13.63 0.0160 
2011 02 21 R 2455614.179 13.66 0.0160 
2011 02 21 R 2455614.185 13.60 0.0160 
2011 02 21 R 2455614.189 13.69 0.0170 
2011 02 21 R 2455614.192 13.62 0.0160 
2011 02 21 R 2455614.195 13.64 0.0180 
2011 02 21 R 2455614.198 13.64 0.0170 
2011 02 21 R 2455614.201 13.63 0.0170 
2011 02 21 R 2455614.205 13.63 0.0170 
2011 02 21 R 2455614.208 13.65 0.0170 
2011 02 21 R 2455614.211 13.62 0.0160 
2011 02 21 R 2455614.214 13.64 0.0170 
2011 02 21 R 2455614.217 13.64 0.0160 
2011 02 21 R 2455614.220 13.63 0.0160 
2011 02 21 R 2455614.224 13.63 0.0160 
2011 02 21 R 2455614.227 13.63 0.0180 
2011 02 21 R 2455614.230 13.65 0.0180 
2011 02 21 R 2455614.233 13.65 0.0170 
2011 02 21 R 2455614.236 13.64 0.0180 
2011 02 21 R 2455614.240 13.60 0.0170 
2011 02 21 R 2455614.245 13.65 0.0180 
2011 02 21 R 2455614.248 13.63 0.0180 
2011 02 21 R 2455614.252 13.63 0.0180 
2011 02 21 R 2455614.255 13.65 0.0180 
2011 02 21 R 2455614.258 13.62 0.0180 
2011 02 21 R 2455614.261 13.62 0.0190 
2011 02 21 R 2455614.264 13.61 0.0180 
2011 02 21 R 2455614.267 13.63 0.0210 
2011 02 21 R 2455614.271 13.63 0.0200 
2011 02 21 V 2455614.029 14.17 0.0140 
2011 02 21 V 2455614.034 14.18 0.0130 
2011 02 21 V 2455614.036 14.14 0.0130 
2011 02 21 V 2455614.039 14.15 0.0130 
2011 02 21 V 2455614.042 14.17 0.0130 
2011 02 21 V 2455614.044 14.17 0.0130 
2011 02 21 V 2455614.047 14.17 0.0130 
2011 02 21 V 2455614.050 14.17 0.0130 
2011 02 21 V 2455614.054 14.14 0.0130 
2011 02 21 V 2455614.057 14.16 0.0130 
2011 02 21 V 2455614.060 14.15 0.0130 
2011 02 21 V 2455614.063 14.14 0.0130 
2011 02 21 V 2455614.066 14.14 0.0130 
2011 02 21 V 2455614.070 14.16 0.0130 
2011 02 21 V 2455614.073 14.15 0.0140 
2011 02 21 V 2455614.076 14.16 0.0140 
2011 02 21 V 2455614.079 14.13 0.0140 
2011 02 21 V 2455614.082 14.17 0.0140 
2011 02 21 V 2455614.085 14.17 0.0140 
2011 02 21 V 2455614.089 14.15 0.0150 
2011 02 21 V 2455614.092 14.15 0.0150 
2011 02 21 V 2455614.095 14.16 0.0150 
2011 02 21 V 2455614.098 14.15 0.0160 
2011 02 21 V 2455614.101 14.16 0.0160 
2011 02 21 V 2455614.105 14.15 0.0160 
2011 02 21 V 2455614.108 14.14 0.0160 
2011 02 21 V 2455614.111 14.11 0.0160 
2011 02 21 V 2455614.114 14.11 0.0160 
2011 02 21 V 2455614.117 14.13 0.0160 
2011 02 21 V 2455614.121 14.11 0.0160 
2011 02 21 V 2455614.124 14.14 0.0170 
2011 02 21 V 2455614.127 14.09 0.0160 
2011 02 21 V 2455614.130 14.12 0.0170 
2011 02 21 V 2455614.133 14.10 0.0170 
2011 02 21 V 2455614.136 14.07 0.0170 
2011 02 21 V 2455614.140 14.11 0.0180 
2011 02 21 V 2455614.143 14.07 0.0170 
2011 02 21 V 2455614.146 14.10 0.0180 
2011 02 21 V 2455614.149 14.06 0.0180 
2011 02 21 V 2455614.152 14.12 0.0200 
2011 02 21 V 2455614.156 14.09 0.0190 
2011 02 21 V 2455614.159 14.10 0.0190 
2011 02 21 V 2455614.162 14.07 0.0190 
2011 02 21 V 2455614.165 14.08 0.0200 
2011 02 21 V 2455614.168 14.10 0.0200 
2011 02 21 V 2455614.171 14.10 0.0210 
2011 02 21 V 2455614.175 14.11 0.0210 
2011 02 21 V 2455614.178 14.11 0.0210 
2011 02 21 V 2455614.184 14.05 0.0210 
2011 02 21 V 2455614.188 14.05 0.0210 
2011 02 21 V 2455614.191 14.07 0.0220 
2011 02 21 V 2455614.194 14.09 0.0230 
2011 02 21 V 2455614.197 14.10 0.0240 
2011 02 21 V 2455614.200 14.04 0.0220 
2011 02 21 V 2455614.203 14.07 0.0230 
2011 02 21 V 2455614.207 14.07 0.0230 
2011 02 21 V 2455614.210 14.10 0.0220 
2011 02 21 V 2455614.213 14.06 0.0230 
2011 02 21 V 2455614.216 14.03 0.0210 
2011 02 21 V 2455614.219 14.05 0.0220 
2011 02 21 V 2455614.223 14.05 0.0230 
2011 02 21 V 2455614.226 14.06 0.0250 
2011 02 21 V 2455614.229 14.03 0.0230 
2011 02 21 V 2455614.232 14.10 0.0230 
2011 02 21 V 2455614.235 14.07 0.0230 
2011 02 21 V 2455614.238 14.06 0.0240 
2011 02 21 V 2455614.242 14.05 0.0230 
2011 02 21 V 2455614.244 14.06 0.0240 
2011 02 21 V 2455614.247 14.08 0.0250 
2011 02 21 V 2455614.251 14.12 0.0260 
2011 02 21 V 2455614.254 14.09 0.0260 
2011 02 21 V 2455614.257 14.08 0.0250 
2011 02 21 V 2455614.260 14.06 0.0260 
2011 02 21 V 2455614.263 14.10 0.0280 
2011 02 21 V 2455614.266 13.99 0.0270 
2011 02 21 V 2455614.270 14.06 0.0300 
2011 02 23 I 2455615.965 12.99 0.0430 
2011 02 23 I 2455615.968 12.99 0.0370 
2011 02 23 I 2455615.972 12.94 0.0330 
2011 02 23 I 2455615.975 12.99 0.0330 
2011 02 23 I 2455615.978 13.00 0.0330 
2011 02 23 I 2455615.981 12.98 0.0320 
2011 02 23 I 2455615.984 12.94 0.0300 
2011 02 23 I 2455615.988 13.00 0.0310 
2011 02 23 I 2455615.991 12.97 0.0320 
2011 02 23 I 2455615.994 13.01 0.0330 
2011 02 23 I 2455615.997 12.96 0.0310 
2011 02 23 I 2455616.000 12.94 0.0310 
2011 02 23 I 2455616.003 12.94 0.0300 
2011 02 23 I 2455616.007 12.99 0.0300 
2011 02 23 I 2455616.010 13.00 0.0330 
2011 02 23 I 2455616.013 12.96 0.0310 
2011 02 23 I 2455616.016 12.90 0.0280 
2011 02 23 I 2455616.019 12.94 0.0290 
2011 02 23 I 2455616.023 13.03 0.0310 
2011 02 23 R 2455615.964 13.46 0.0130 
2011 02 23 R 2455615.967 13.42 0.0120 
2011 02 23 R 2455615.971 13.45 0.0120 
2011 02 23 R 2455615.974 13.44 0.0120 
2011 02 23 R 2455615.977 13.44 0.0130 
2011 02 23 R 2455615.980 13.47 0.0130 
2011 02 23 R 2455615.983 13.44 0.0130 
2011 02 23 R 2455615.987 13.42 0.0120 
2011 02 23 R 2455615.990 13.45 0.0120 
2011 02 23 R 2455615.993 13.46 0.0130 
2011 02 23 R 2455615.996 13.44 0.0130 
2011 02 23 R 2455615.999 13.41 0.0130 
2011 02 23 R 2455616.002 13.47 0.0130 
2011 02 23 R 2455616.006 13.44 0.0120 
2011 02 23 R 2455616.009 13.46 0.0130 
2011 02 23 R 2455616.012 13.46 0.0130 
2011 02 23 R 2455616.015 13.42 0.0120 
2011 02 23 R 2455616.018 13.40 0.0120 
2011 02 23 R 2455616.022 13.43 0.0120 
2011 02 23 R 2455616.025 13.44 0.0130 
2011 02 23 V 2455615.963 13.90 0.0150 
2011 02 23 V 2455615.966 13.89 0.0130 
2011 02 23 V 2455615.970 13.89 0.0130 
2011 02 23 V 2455615.973 13.91 0.0130 
2011 02 23 V 2455615.976 13.87 0.0140 
2011 02 23 V 2455615.979 13.90 0.0150 
2011 02 23 V 2455615.982 13.90 0.0160 
2011 02 23 V 2455615.986 13.88 0.0140 
2011 02 23 V 2455615.989 13.89 0.0130 
2011 02 23 V 2455615.992 13.90 0.0140 
2011 02 23 V 2455615.995 13.95 0.0150 
2011 02 23 V 2455615.998 13.90 0.0150 
2011 02 23 V 2455616.001 13.86 0.0140 
2011 02 23 V 2455616.005 13.87 0.0150 
2011 02 23 V 2455616.008 13.92 0.0160 
2011 02 23 V 2455616.011 13.92 0.0150 
2011 02 23 V 2455616.014 13.90 0.0160 
2011 02 23 V 2455616.017 13.90 0.0150 
2011 02 23 V 2455616.021 13.87 0.0150 
2011 02 23 V 2455616.024 13.86 0.0140 
2011 03 23 I 2455644.006 12.79 0.0040 
2011 03 23 I 2455644.009 12.79 0.0040 
2011 03 23 I 2455644.012 12.79 0.0040 
2011 03 23 I 2455644.014 12.78 0.0040 
2011 03 23 I 2455644.017 12.79 0.0040 
2011 03 23 I 2455644.020 12.78 0.0040 
2011 03 23 I 2455644.023 12.78 0.0040 
2011 03 23 I 2455644.025 12.78 0.0040 
2011 03 23 I 2455644.028 12.79 0.0030 
2011 03 23 I 2455644.031 12.78 0.0040 
2011 03 23 I 2455644.033 12.78 0.0040 
2011 03 23 I 2455644.036 12.79 0.0040 
2011 03 23 I 2455644.039 12.79 0.0040 
2011 03 23 I 2455644.042 12.79 0.0040 
2011 03 23 I 2455644.044 12.80 0.0040 
2011 03 23 I 2455644.047 12.79 0.0040 
2011 03 23 I 2455644.050 12.78 0.0030 
2011 03 23 I 2455644.053 12.78 0.0030 
2011 03 23 I 2455644.056 12.79 0.0040 
2011 03 23 I 2455644.058 12.78 0.0030 
2011 03 23 I 2455644.061 12.79 0.0030 
2011 03 23 I 2455644.064 12.78 0.0030 
2011 03 23 I 2455644.066 12.79 0.0040 
2011 03 23 I 2455644.069 12.79 0.0030 
2011 03 23 I 2455644.077 12.80 0.0030 
2011 03 23 I 2455644.080 12.80 0.0030 
2011 03 23 I 2455644.083 12.82 0.0030 
2011 03 23 I 2455644.086 12.81 0.0030 
2011 03 23 I 2455644.088 12.80 0.0030 
2011 03 23 I 2455644.091 12.81 0.0030 
2011 03 23 I 2455644.094 12.80 0.0030 
2011 03 23 I 2455644.096 12.81 0.0040 
2011 03 23 I 2455644.099 12.82 0.0040 
2011 03 23 I 2455644.102 12.81 0.0040 
2011 03 23 I 2455644.105 12.81 0.0040 
2011 03 23 I 2455644.107 12.82 0.0040 
2011 03 23 I 2455644.110 12.81 0.0040 
2011 03 23 I 2455644.113 12.81 0.0050 
2011 03 23 I 2455644.116 12.82 0.0060 
2011 03 23 I 2455644.118 12.81 0.0070 
2011 03 23 I 2455644.121 12.81 0.0070 
2011 03 23 I 2455644.124 12.80 0.0080 
2011 03 23 I 2455644.126 12.83 0.0060 
2011 03 23 I 2455644.129 12.82 0.0060 
2011 03 23 I 2455644.132 12.83 0.0060 
2011 03 23 I 2455644.135 12.82 0.0070 
2011 03 23 I 2455644.137 12.83 0.0060 
2011 03 23 I 2455644.140 12.84 0.0060 
2011 03 23 I 2455644.148 12.79 0.0070 
2011 03 23 I 2455644.151 12.79 0.0100 
2011 03 23 I 2455644.154 12.79 0.0220 
2011 03 23 I 2455644.157 12.79 0.0200 
2011 03 23 I 2455644.159 12.81 0.0210 
2011 03 23 I 2455644.162 12.80 0.0210 
2011 03 23 I 2455644.165 12.83 0.0190 
2011 03 23 I 2455644.167 12.83 0.0140 
2011 03 23 I 2455644.170 12.80 0.0160 
2011 03 23 I 2455644.173 12.78 0.0200 
2011 03 23 I 2455644.176 12.85 0.0190 
2011 03 23 I 2455644.178 12.77 0.0270 
2011 03 23 I 2455644.181 12.79 0.0330 
2011 03 23 I 2455644.184 12.77 0.0520 
