# yr month day band date mag e_mag
2014 10 22 V 2456953.342 13.92 0.0070 
2014 10 22 V 2456953.345 13.93 0.0070 
2014 10 22 V 2456953.348 13.91 0.0070 
2014 10 22 V 2456953.352 13.93 0.0070 
2014 10 22 V 2456953.355 13.93 0.0070 
2014 10 22 V 2456953.358 13.93 0.0070 
2014 10 22 V 2456953.362 13.94 0.0060 
2014 10 22 V 2456953.365 13.93 0.0070 
2014 10 22 V 2456953.368 13.94 0.0060 
2014 10 22 V 2456953.372 13.96 0.0070 
2014 10 22 V 2456953.375 13.95 0.0070 
2014 10 22 V 2456953.378 13.93 0.0070 
2014 10 22 V 2456953.382 13.96 0.0080 
2014 10 22 V 2456953.385 13.95 0.0090 
2014 10 22 V 2456953.388 13.96 0.0130 
2014 10 26 I 2456957.242 12.97 0.0030 
2014 10 26 I 2456957.255 12.98 0.0030 
2014 10 26 I 2456957.260 12.96 0.0020 
2014 10 26 I 2456957.264 12.97 0.0030 
2014 10 26 I 2456957.269 12.95 0.0030 
2014 10 26 I 2456957.273 12.95 0.0030 
2014 10 26 I 2456957.278 12.94 0.0030 
2014 10 26 I 2456957.282 12.94 0.0030 
2014 10 26 I 2456957.287 12.95 0.0030 
2014 10 26 I 2456957.291 12.94 0.0030 
2014 10 26 I 2456957.296 12.94 0.0030 
2014 10 26 I 2456957.300 12.96 0.0030 
2014 10 26 I 2456957.305 12.95 0.0030 
2014 10 26 I 2456957.309 12.94 0.0030 
2014 10 26 I 2456957.314 12.95 0.0040 
2014 10 26 I 2456957.322 12.95 0.0030 
2014 10 26 I 2456957.337 12.96 0.0030 
2014 10 26 I 2456957.341 12.96 0.0030 
2014 10 26 I 2456957.346 12.95 0.0030 
2014 10 26 I 2456957.350 12.96 0.0030 
2014 10 26 I 2456957.355 12.96 0.0030 
2014 10 26 I 2456957.360 12.96 0.0030 
2014 10 26 I 2456957.365 12.96 0.0030 
2014 10 26 I 2456957.369 12.95 0.0030 
2014 10 26 I 2456957.374 12.95 0.0030 
2014 10 26 I 2456957.378 12.95 0.0030 
2014 10 26 I 2456957.383 12.95 0.0030 
2014 10 26 I 2456957.387 12.95 0.0040 
2014 10 26 I 2456957.391 12.94 0.0060 
2014 10 26 R 2456957.244 13.52 0.0020 
2014 10 26 R 2456957.256 13.51 0.0020 
2014 10 26 R 2456957.261 13.50 0.0020 
2014 10 26 R 2456957.265 13.51 0.0020 
2014 10 26 R 2456957.270 13.49 0.0020 
2014 10 26 R 2456957.274 13.49 0.0020 
2014 10 26 R 2456957.279 13.49 0.0020 
2014 10 26 R 2456957.283 13.49 0.0030 
2014 10 26 R 2456957.288 13.49 0.0020 
2014 10 26 R 2456957.292 13.48 0.0030 
2014 10 26 R 2456957.297 13.49 0.0030 
2014 10 26 R 2456957.301 13.50 0.0030 
2014 10 26 R 2456957.306 13.49 0.0030 
2014 10 26 R 2456957.310 13.49 0.0030 
2014 10 26 R 2456957.325 13.49 0.0030 
2014 10 26 R 2456957.338 13.50 0.0030 
2014 10 26 R 2456957.343 13.49 0.0030 
2014 10 26 R 2456957.347 13.50 0.0030 
2014 10 26 R 2456957.352 13.50 0.0030 
2014 10 26 R 2456957.356 13.50 0.0030 
2014 10 26 R 2456957.362 13.49 0.0030 
2014 10 26 R 2456957.366 13.49 0.0030 
2014 10 26 R 2456957.371 13.49 0.0030 
2014 10 26 R 2456957.375 13.48 0.0030 
2014 10 26 R 2456957.380 13.48 0.0030 
2014 10 26 R 2456957.384 13.48 0.0030 
2014 10 26 R 2456957.389 13.48 0.0040 
2014 10 26 R 2456957.392 13.48 0.0060 
2014 10 26 V 2456957.246 13.94 0.0020 
2014 10 26 V 2456957.259 13.93 0.0020 
2014 10 26 V 2456957.263 13.92 0.0020 
2014 10 26 V 2456957.268 13.92 0.0020 
2014 10 26 V 2456957.272 13.91 0.0020 
2014 10 26 V 2456957.277 13.91 0.0020 
2014 10 26 V 2456957.281 13.90 0.0020 
2014 10 26 V 2456957.286 13.90 0.0020 
2014 10 26 V 2456957.290 13.89 0.0020 
2014 10 26 V 2456957.295 13.91 0.0020 
2014 10 26 V 2456957.299 13.91 0.0030 
2014 10 26 V 2456957.304 13.91 0.0030 
2014 10 26 V 2456957.308 13.91 0.0030 
2014 10 26 V 2456957.313 13.91 0.0030 
2014 10 26 V 2456957.328 13.91 0.0020 
2014 10 26 V 2456957.340 13.92 0.0030 
2014 10 26 V 2456957.345 13.92 0.0030 
2014 10 26 V 2456957.349 13.91 0.0030 
2014 10 26 V 2456957.354 13.91 0.0030 
2014 10 26 V 2456957.359 13.91 0.0030 
2014 10 26 V 2456957.364 13.91 0.0030 
2014 10 26 V 2456957.368 13.91 0.0030 
2014 10 26 V 2456957.373 13.90 0.0030 
2014 10 26 V 2456957.377 13.90 0.0030 
2014 10 26 V 2456957.382 13.90 0.0030 
2014 10 26 V 2456957.386 13.88 0.0040 
2014 10 26 V 2456957.390 13.89 0.0050 
2014 10 27 I 2456958.293 13.11 0.0030 
2014 10 27 I 2456958.302 13.11 0.0030 
2014 10 27 I 2456958.305 13.11 0.0030 
2014 10 27 I 2456958.309 13.10 0.0030 
2014 10 27 I 2456958.312 13.11 0.0030 
2014 10 27 I 2456958.315 13.11 0.0030 
2014 10 27 I 2456958.319 13.11 0.0030 
2014 10 27 I 2456958.322 13.12 0.0030 
2014 10 27 I 2456958.325 13.11 0.0030 
2014 10 27 I 2456958.329 13.12 0.0030 
2014 10 27 I 2456958.332 13.11 0.0030 
2014 10 27 I 2456958.335 13.11 0.0030 
2014 10 27 I 2456958.339 13.12 0.0030 
2014 10 27 I 2456958.342 13.12 0.0030 
2014 10 27 I 2456958.345 13.11 0.0030 
2014 10 27 I 2456958.349 13.11 0.0030 
2014 10 27 I 2456958.352 13.11 0.0030 
2014 10 27 I 2456958.355 13.11 0.0030 
2014 10 27 I 2456958.359 13.10 0.0020 
2014 10 27 I 2456958.362 13.10 0.0030 
2014 10 27 I 2456958.365 13.10 0.0030 
2014 10 27 I 2456958.369 13.10 0.0030 
2014 10 27 I 2456958.372 13.11 0.0030 
2014 10 27 I 2456958.376 13.11 0.0030 
2014 10 27 I 2456958.379 13.11 0.0030 
2014 10 27 I 2456958.382 13.10 0.0030 
2014 10 27 I 2456958.386 13.10 0.0040 
2014 10 27 I 2456958.389 13.11 0.0050 
2014 10 27 I 2456958.392 13.09 0.0070 
2014 10 27 I 2456958.396 13.10 0.0110 
2014 10 27 I 2456958.399 13.13 0.0180 
2014 10 27 I 2456958.402 13.21 0.0340 
2014 10 27 R 2456958.294 13.65 0.0020 
2014 10 27 R 2456958.303 13.66 0.0020 
2014 10 27 R 2456958.306 13.65 0.0020 
2014 10 27 R 2456958.310 13.65 0.0020 
2014 10 27 R 2456958.313 13.65 0.0020 
2014 10 27 R 2456958.316 13.65 0.0020 
2014 10 27 R 2456958.320 13.65 0.0030 
2014 10 27 R 2456958.323 13.66 0.0020 
2014 10 27 R 2456958.326 13.65 0.0020 
2014 10 27 R 2456958.330 13.65 0.0020 
2014 10 27 R 2456958.333 13.65 0.0020 
2014 10 27 R 2456958.336 13.66 0.0020 
2014 10 27 R 2456958.340 13.66 0.0030 
2014 10 27 R 2456958.343 13.65 0.0020 
2014 10 27 R 2456958.346 13.66 0.0030 
2014 10 27 R 2456958.350 13.65 0.0020 
2014 10 27 R 2456958.353 13.65 0.0020 
2014 10 27 R 2456958.356 13.65 0.0020 
2014 10 27 R 2456958.360 13.65 0.0020 
2014 10 27 R 2456958.363 13.65 0.0020 
2014 10 27 R 2456958.366 13.65 0.0030 
2014 10 27 R 2456958.370 13.64 0.0030 
2014 10 27 R 2456958.373 13.65 0.0020 
2014 10 27 R 2456958.376 13.65 0.0030 
2014 10 27 R 2456958.380 13.64 0.0030 
2014 10 27 R 2456958.383 13.65 0.0030 
2014 10 27 R 2456958.386 13.65 0.0030 
2014 10 27 R 2456958.390 13.64 0.0040 
2014 10 27 R 2456958.393 13.63 0.0060 
2014 10 27 R 2456958.396 13.65 0.0100 
2014 10 27 R 2456958.400 13.64 0.0150 
2014 10 27 V 2456958.295 14.07 0.0020 
2014 10 27 V 2456958.304 14.08 0.0020 
2014 10 27 V 2456958.308 14.08 0.0020 
2014 10 27 V 2456958.311 14.07 0.0020 
2014 10 27 V 2456958.314 14.07 0.0020 
2014 10 27 V 2456958.318 14.07 0.0020 
2014 10 27 V 2456958.321 14.07 0.0020 
2014 10 27 V 2456958.324 14.08 0.0020 
2014 10 27 V 2456958.328 14.08 0.0020 
2014 10 27 V 2456958.331 14.08 0.0030 
2014 10 27 V 2456958.334 14.08 0.0020 
2014 10 27 V 2456958.338 14.07 0.0020 
2014 10 27 V 2456958.341 14.07 0.0020 
2014 10 27 V 2456958.344 14.07 0.0020 
2014 10 27 V 2456958.348 14.07 0.0020 
2014 10 27 V 2456958.351 14.06 0.0020 
2014 10 27 V 2456958.354 14.07 0.0020 
2014 10 27 V 2456958.358 14.06 0.0020 
2014 10 27 V 2456958.361 14.06 0.0020 
2014 10 27 V 2456958.364 14.07 0.0020 
2014 10 27 V 2456958.368 14.06 0.0020 
2014 10 27 V 2456958.371 14.06 0.0020 
2014 10 27 V 2456958.374 14.06 0.0020 
2014 10 27 V 2456958.378 14.06 0.0020 
2014 10 27 V 2456958.381 14.06 0.0030 
2014 10 27 V 2456958.384 14.06 0.0030 
2014 10 27 V 2456958.388 14.07 0.0040 
2014 10 27 V 2456958.391 14.06 0.0050 
2014 10 27 V 2456958.394 14.08 0.0080 
2014 10 27 V 2456958.398 14.07 0.0120 
2014 10 27 V 2456958.401 14.02 0.0220 
2014 11 02 I 2456964.230 13.72 0.0050 
2014 11 02 I 2456964.240 13.69 0.0050 
2014 11 02 I 2456964.243 13.67 0.0240 
2014 11 02 I 2456964.246 13.66 0.0040 
2014 11 02 I 2456964.250 13.67 0.0040 
2014 11 02 I 2456964.253 13.64 0.0040 
2014 11 02 I 2456964.256 13.67 0.0040 
2014 11 02 I 2456964.260 13.66 0.0040 
2014 11 02 I 2456964.263 13.66 0.0040 
2014 11 02 I 2456964.266 13.66 0.0040 
2014 11 02 I 2456964.270 13.67 0.0040 
2014 11 02 I 2456964.273 13.66 0.0040 
2014 11 02 I 2456964.276 13.66 0.0040 
2014 11 02 I 2456964.280 13.66 0.0040 
2014 11 02 I 2456964.283 13.68 0.0040 
2014 11 02 I 2456964.286 13.68 0.0040 
2014 11 02 I 2456964.290 13.71 0.0040 
2014 11 02 I 2456964.293 13.69 0.0040 
2014 11 02 I 2456964.296 13.70 0.0040 
2014 11 02 I 2456964.300 13.70 0.0040 
2014 11 02 I 2456964.303 13.70 0.0050 
2014 11 02 I 2456964.306 13.70 0.0040 
2014 11 02 I 2456964.310 13.70 0.0040 
2014 11 02 I 2456964.313 13.71 0.0040 
2014 11 02 I 2456964.316 13.70 0.0040 
2014 11 02 I 2456964.320 13.70 0.0040 
2014 11 02 I 2456964.323 13.70 0.0040 
2014 11 02 I 2456964.326 13.70 0.0040 
2014 11 02 I 2456964.330 13.69 0.0040 
2014 11 02 I 2456964.333 13.70 0.0040 
2014 11 02 I 2456964.336 13.69 0.0040 
2014 11 02 I 2456964.340 13.69 0.0040 
2014 11 02 I 2456964.343 13.70 0.0040 
2014 11 02 I 2456964.346 13.69 0.0040 
2014 11 02 I 2456964.350 13.69 0.0040 
2014 11 02 I 2456964.353 13.69 0.0040 
2014 11 02 I 2456964.356 13.70 0.0040 
2014 11 02 I 2456964.360 13.70 0.0040 
2014 11 02 I 2456964.363 13.70 0.0040 
2014 11 02 I 2456964.366 13.70 0.0040 
2014 11 02 I 2456964.370 13.70 0.0040 
2014 11 02 I 2456964.373 13.71 0.0040 
2014 11 02 I 2456964.376 13.72 0.0040 
2014 11 02 I 2456964.380 13.72 0.0040 
2014 11 02 I 2456964.383 13.73 0.0040 
2014 11 02 I 2456964.386 13.72 0.0050 
2014 11 02 R 2456964.231 14.27 0.0050 
2014 11 02 R 2456964.240 14.24 0.0050 
2014 11 02 R 2456964.244 14.23 0.0060 
2014 11 02 R 2456964.247 14.22 0.0040 
2014 11 02 R 2456964.251 14.23 0.0040 
2014 11 02 R 2456964.254 14.23 0.0040 
2014 11 02 R 2456964.257 14.24 0.0040 
2014 11 02 R 2456964.261 14.24 0.0040 
2014 11 02 R 2456964.264 14.23 0.0040 
2014 11 02 R 2456964.267 14.23 0.0040 
2014 11 02 R 2456964.271 14.23 0.0040 
2014 11 02 R 2456964.274 14.23 0.0040 
2014 11 02 R 2456964.277 14.23 0.0040 
2014 11 02 R 2456964.281 14.24 0.0040 
2014 11 02 R 2456964.284 14.25 0.0040 
2014 11 02 R 2456964.287 14.25 0.0040 
2014 11 02 R 2456964.291 14.27 0.0040 
2014 11 02 R 2456964.294 14.27 0.0040 
2014 11 02 R 2456964.297 14.27 0.0040 
2014 11 02 R 2456964.301 14.28 0.0050 
2014 11 02 R 2456964.304 14.26 0.0040 
2014 11 02 R 2456964.307 14.27 0.0040 
2014 11 02 R 2456964.311 14.27 0.0040 
2014 11 02 R 2456964.314 14.27 0.0040 
2014 11 02 R 2456964.317 14.27 0.0040 
2014 11 02 R 2456964.321 14.26 0.0040 
2014 11 02 R 2456964.324 14.27 0.0040 
2014 11 02 R 2456964.327 14.26 0.0040 
2014 11 02 R 2456964.331 14.25 0.0040 
2014 11 02 R 2456964.334 14.25 0.0040 
2014 11 02 R 2456964.337 14.26 0.0040 
2014 11 02 R 2456964.341 14.27 0.0040 
2014 11 02 R 2456964.344 14.26 0.0040 
2014 11 02 R 2456964.347 14.25 0.0040 
2014 11 02 R 2456964.351 14.27 0.0040 
2014 11 02 R 2456964.354 14.27 0.0040 
2014 11 02 R 2456964.357 14.26 0.0040 
2014 11 02 R 2456964.361 14.26 0.0040 
2014 11 02 R 2456964.364 14.27 0.0040 
2014 11 02 R 2456964.367 14.28 0.0040 
2014 11 02 R 2456964.371 14.28 0.0040 
2014 11 02 R 2456964.374 14.28 0.0040 
2014 11 02 R 2456964.377 14.29 0.0040 
2014 11 02 R 2456964.381 14.30 0.0040 
2014 11 02 R 2456964.384 14.29 0.0040 
2014 11 02 R 2456964.387 14.30 0.0050 
2014 11 02 R 2456964.394 14.30 0.0070 
2014 11 02 V 2456964.233 14.71 0.0050 
2014 11 02 V 2456964.242 14.68 0.0070 
2014 11 02 V 2456964.245 14.68 0.0040 
2014 11 02 V 2456964.248 14.68 0.0040 
2014 11 02 V 2456964.252 14.68 0.0040 
2014 11 02 V 2456964.255 14.69 0.0040 
2014 11 02 V 2456964.258 14.69 0.0040 
2014 11 02 V 2456964.262 14.69 0.0040 
2014 11 02 V 2456964.265 14.67 0.0040 
2014 11 02 V 2456964.268 14.69 0.0040 
2014 11 02 V 2456964.272 14.68 0.0040 
2014 11 02 V 2456964.275 14.67 0.0040 
2014 11 02 V 2456964.278 14.68 0.0040 
2014 11 02 V 2456964.282 14.70 0.0040 
2014 11 02 V 2456964.285 14.69 0.0040 
2014 11 02 V 2456964.289 14.71 0.0040 
2014 11 02 V 2456964.292 14.70 0.0040 
2014 11 02 V 2456964.295 14.70 0.0040 
2014 11 02 V 2456964.299 14.72 0.0040 
2014 11 02 V 2456964.302 14.70 0.0040 
2014 11 02 V 2456964.305 14.71 0.0040 
2014 11 02 V 2456964.309 14.69 0.0040 
2014 11 02 V 2456964.312 14.71 0.0040 
2014 11 02 V 2456964.315 14.72 0.0040 
2014 11 02 V 2456964.319 14.71 0.0040 
2014 11 02 V 2456964.322 14.71 0.0040 
2014 11 02 V 2456964.325 14.71 0.0040 
2014 11 02 V 2456964.329 14.69 0.0040 
2014 11 02 V 2456964.332 14.70 0.0040 
2014 11 02 V 2456964.335 14.70 0.0040 
2014 11 02 V 2456964.339 14.71 0.0040 
2014 11 02 V 2456964.342 14.71 0.0040 
2014 11 02 V 2456964.345 14.70 0.0040 
2014 11 02 V 2456964.349 14.71 0.0040 
2014 11 02 V 2456964.352 14.71 0.0040 
2014 11 02 V 2456964.355 14.72 0.0040 
2014 11 02 V 2456964.359 14.71 0.0040 
2014 11 02 V 2456964.362 14.71 0.0040 
2014 11 02 V 2456964.365 14.73 0.0040 
2014 11 02 V 2456964.369 14.73 0.0040 
2014 11 02 V 2456964.372 14.73 0.0040 
2014 11 02 V 2456964.375 14.72 0.0040 
2014 11 02 V 2456964.379 14.74 0.0040 
2014 11 02 V 2456964.382 14.74 0.0040 
2014 11 02 V 2456964.385 14.75 0.0040 
2014 11 02 V 2456964.389 14.76 0.0050 
2014 11 02 V 2456964.395 14.75 0.0090 
2014 11 03 I 2456965.216 13.58 0.0050 
2014 11 03 I 2456965.225 13.57 0.0050 
2014 11 03 I 2456965.228 13.55 0.0050 
2014 11 03 I 2456965.232 13.53 0.0050 
2014 11 03 I 2456965.235 13.51 0.0050 
2014 11 03 I 2456965.238 13.47 0.0050 
2014 11 03 I 2456965.242 13.44 0.0050 
2014 11 03 I 2456965.245 13.40 0.0040 
2014 11 03 I 2456965.248 13.39 0.0040 
2014 11 03 I 2456965.252 13.39 0.0040 
2014 11 03 I 2456965.255 13.40 0.0040 
2014 11 03 I 2456965.258 13.41 0.0040 
2014 11 03 I 2456965.262 13.41 0.0040 
2014 11 03 I 2456965.265 13.43 0.0040 
2014 11 03 I 2456965.268 13.41 0.0040 
2014 11 03 I 2456965.272 13.40 0.0040 
2014 11 03 I 2456965.275 13.39 0.0040 
2014 11 03 I 2456965.278 13.41 0.0040 
2014 11 03 I 2456965.282 13.39 0.0040 
2014 11 03 I 2456965.285 13.36 0.0040 
2014 11 03 I 2456965.288 13.37 0.0030 
2014 11 03 I 2456965.292 13.37 0.0030 
2014 11 03 I 2456965.295 13.37 0.0030 
2014 11 03 I 2456965.298 13.36 0.0030 
2014 11 03 I 2456965.302 13.37 0.0030 
2014 11 03 I 2456965.305 13.40 0.0030 
2014 11 03 I 2456965.308 13.43 0.0030 
2014 11 03 I 2456965.312 13.48 0.0030 
2014 11 03 I 2456965.320 13.50 0.0030 
2014 11 03 I 2456965.323 13.50 0.0030 
2014 11 03 I 2456965.326 13.50 0.0040 
2014 11 03 I 2456965.330 13.52 0.0040 
2014 11 03 I 2456965.333 13.51 0.0030 
2014 11 03 I 2456965.337 13.51 0.0030 
2014 11 03 I 2456965.340 13.52 0.0030 
2014 11 03 I 2456965.343 13.54 0.0040 
2014 11 03 I 2456965.347 13.54 0.0040 
2014 11 03 I 2456965.350 13.56 0.0040 
2014 11 03 I 2456965.353 13.54 0.0040 
2014 11 03 I 2456965.357 13.55 0.0040 
2014 11 03 I 2456965.360 13.56 0.0040 
2014 11 03 I 2456965.363 13.54 0.0040 
2014 11 03 I 2456965.367 13.52 0.0040 
2014 11 03 I 2456965.370 13.51 0.0040 
2014 11 03 I 2456965.373 13.50 0.0040 
2014 11 03 I 2456965.377 13.51 0.0040 
2014 11 03 I 2456965.380 13.50 0.0040 
2014 11 03 R 2456965.217 14.15 0.0060 
2014 11 03 R 2456965.226 14.14 0.0060 
2014 11 03 R 2456965.229 14.12 0.0050 
2014 11 03 R 2456965.233 14.08 0.0050 
2014 11 03 R 2456965.236 14.06 0.0050 
2014 11 03 R 2456965.239 14.01 0.0050 
2014 11 03 R 2456965.243 13.98 0.0050 
2014 11 03 R 2456965.246 13.94 0.0040 
2014 11 03 R 2456965.249 13.92 0.0040 
2014 11 03 R 2456965.253 13.94 0.0040 
2014 11 03 R 2456965.256 13.95 0.0040 
2014 11 03 R 2456965.259 13.95 0.0040 
2014 11 03 R 2456965.263 13.99 0.0040 
2014 11 03 R 2456965.266 13.98 0.0040 
2014 11 03 R 2456965.269 13.97 0.0040 
2014 11 03 R 2456965.273 13.94 0.0040 
2014 11 03 R 2456965.276 13.94 0.0040 
2014 11 03 R 2456965.279 13.96 0.0040 
2014 11 03 R 2456965.283 13.93 0.0040 
2014 11 03 R 2456965.286 13.92 0.0040 
2014 11 03 R 2456965.289 13.91 0.0040 
2014 11 03 R 2456965.293 13.92 0.0040 
2014 11 03 R 2456965.296 13.91 0.0030 
2014 11 03 R 2456965.299 13.93 0.0030 
2014 11 03 R 2456965.303 13.93 0.0030 
2014 11 03 R 2456965.306 13.97 0.0030 
2014 11 03 R 2456965.309 14.00 0.0040 
2014 11 03 R 2456965.313 14.03 0.0040 
2014 11 03 R 2456965.321 14.08 0.0040 
2014 11 03 R 2456965.324 14.08 0.0040 
2014 11 03 R 2456965.327 14.07 0.0040 
2014 11 03 R 2456965.331 14.08 0.0040 
2014 11 03 R 2456965.334 14.08 0.0040 
2014 11 03 R 2456965.337 14.08 0.0040 
2014 11 03 R 2456965.341 14.10 0.0040 
2014 11 03 R 2456965.344 14.10 0.0040 
2014 11 03 R 2456965.347 14.12 0.0040 
2014 11 03 R 2456965.351 14.12 0.0040 
2014 11 03 R 2456965.354 14.11 0.0040 
2014 11 03 R 2456965.357 14.13 0.0040 
2014 11 03 R 2456965.361 14.12 0.0040 
2014 11 03 R 2456965.364 14.10 0.0040 
2014 11 03 R 2456965.367 14.09 0.0040 
2014 11 03 R 2456965.371 14.08 0.0040 
2014 11 03 R 2456965.374 14.08 0.0040 
2014 11 03 R 2456965.377 14.08 0.0040 
2014 11 03 R 2456965.381 14.08 0.0040 
2014 11 03 V 2456965.218 14.61 0.0060 
2014 11 03 V 2456965.227 14.60 0.0060 
2014 11 03 V 2456965.231 14.57 0.0060 
2014 11 03 V 2456965.234 14.53 0.0050 
2014 11 03 V 2456965.237 14.50 0.0050 
2014 11 03 V 2456965.241 14.44 0.0050 
2014 11 03 V 2456965.244 14.41 0.0050 
2014 11 03 V 2456965.247 14.37 0.0050 
2014 11 03 V 2456965.251 14.37 0.0050 
2014 11 03 V 2456965.254 14.38 0.0050 
2014 11 03 V 2456965.257 14.38 0.0050 
2014 11 03 V 2456965.261 14.41 0.0050 
2014 11 03 V 2456965.264 14.42 0.0040 
2014 11 03 V 2456965.267 14.42 0.0040 
2014 11 03 V 2456965.271 14.40 0.0040 
2014 11 03 V 2456965.274 14.38 0.0040 
2014 11 03 V 2456965.277 14.39 0.0040 
2014 11 03 V 2456965.281 14.39 0.0040 
2014 11 03 V 2456965.284 14.34 0.0030 
2014 11 03 V 2456965.287 14.35 0.0030 
2014 11 03 V 2456965.291 14.36 0.0030 
2014 11 03 V 2456965.294 14.35 0.0030 
2014 11 03 V 2456965.297 14.33 0.0030 
2014 11 03 V 2456965.301 14.33 0.0030 
2014 11 03 V 2456965.304 14.37 0.0030 
2014 11 03 V 2456965.307 14.42 0.0030 
2014 11 03 V 2456965.311 14.45 0.0040 
2014 11 03 V 2456965.319 14.50 0.0040 
2014 11 03 V 2456965.322 14.52 0.0040 
2014 11 03 V 2456965.325 14.53 0.0040 
2014 11 03 V 2456965.329 14.52 0.0040 
2014 11 03 V 2456965.332 14.53 0.0040 
2014 11 03 V 2456965.335 14.53 0.0040 
2014 11 03 V 2456965.339 14.54 0.0030 
2014 11 03 V 2456965.342 14.55 0.0040 
2014 11 03 V 2456965.345 14.55 0.0040 
2014 11 03 V 2456965.349 14.57 0.0040 
2014 11 03 V 2456965.352 14.56 0.0040 
2014 11 03 V 2456965.355 14.55 0.0040 
2014 11 03 V 2456965.359 14.58 0.0040 
2014 11 03 V 2456965.362 14.55 0.0040 
2014 11 03 V 2456965.365 14.54 0.0040 
2014 11 03 V 2456965.369 14.53 0.0040 
2014 11 03 V 2456965.372 14.53 0.0040 
2014 11 03 V 2456965.375 14.53 0.0040 
2014 11 03 V 2456965.379 14.52 0.0040 
2014 11 03 V 2456965.382 14.54 0.0040 
2014 11 04 I 2456966.354 13.68 0.0050 
2014 11 04 I 2456966.363 13.69 0.0050 
2014 11 04 I 2456966.366 13.72 0.0050 
2014 11 04 I 2456966.370 13.72 0.0050 
2014 11 04 I 2456966.373 13.72 0.0050 
2014 11 04 I 2456966.376 13.72 0.0060 
2014 11 04 I 2456966.380 13.73 0.0060 
2014 11 04 I 2456966.383 13.71 0.0050 
2014 11 04 I 2456966.386 13.79 0.0060 
2014 11 04 I 2456966.390 13.78 0.0070 
2014 11 04 I 2456966.393 13.79 0.0090 
2014 11 04 I 2456966.396 13.81 0.0140 
2014 11 04 R 2456966.355 14.27 0.0060 
2014 11 04 R 2456966.364 14.29 0.0060 
2014 11 04 R 2456966.367 14.31 0.0060 
2014 11 04 R 2456966.370 14.33 0.0070 
2014 11 04 R 2456966.374 14.33 0.0060 
2014 11 04 R 2456966.377 14.33 0.0060 
2014 11 04 R 2456966.380 14.32 0.0060 
2014 11 04 R 2456966.384 14.32 0.0060 
2014 11 04 R 2456966.387 14.36 0.0070 
2014 11 04 R 2456966.390 14.38 0.0080 
2014 11 04 R 2456966.394 14.40 0.0100 
2014 11 04 V 2456966.356 14.76 0.0060 
2014 11 04 V 2456966.365 14.76 0.0060 
2014 11 04 V 2456966.368 14.77 0.0060 
2014 11 04 V 2456966.372 14.79 0.0060 
2014 11 04 V 2456966.375 14.77 0.0070 
2014 11 04 V 2456966.378 14.78 0.0070 
2014 11 04 V 2456966.382 14.78 0.0070 
2014 11 04 V 2456966.385 14.80 0.0070 
2014 11 04 V 2456966.388 14.82 0.0080 
2014 11 04 V 2456966.392 14.82 0.0100 
2014 11 04 V 2456966.395 14.84 0.0130 
2014 11 13 I 2456975.159 12.39 0.0020 
2014 11 13 I 2456975.168 12.39 0.0020 
2014 11 13 I 2456975.171 12.39 0.0020 
2014 11 13 I 2456975.174 12.39 0.0020 
2014 11 13 I 2456975.178 12.39 0.0020 
2014 11 13 I 2456975.181 12.38 0.0020 
2014 11 13 I 2456975.184 12.38 0.0020 
2014 11 13 I 2456975.188 12.36 0.0020 
2014 11 13 I 2456975.191 12.36 0.0020 
2014 11 13 I 2456975.194 12.36 0.0020 
2014 11 13 I 2456975.198 12.35 0.0020 
2014 11 13 I 2456975.201 12.36 0.0020 
2014 11 13 I 2456975.204 12.36 0.0020 
2014 11 13 I 2456975.208 12.37 0.0020 
2014 11 13 I 2456975.211 12.36 0.0020 
2014 11 13 I 2456975.214 12.36 0.0020 
2014 11 13 I 2456975.218 12.35 0.0020 
2014 11 13 I 2456975.221 12.34 0.0020 
2014 11 13 I 2456975.224 12.34 0.0020 
2014 11 13 I 2456975.228 12.33 0.0020 
2014 11 13 I 2456975.231 12.33 0.0020 
2014 11 13 I 2456975.234 12.35 0.0070 
2014 11 13 I 2456975.238 12.33 0.0030 
2014 11 13 I 2456975.241 12.35 0.0080 
2014 11 13 I 2456975.244 12.32 0.0110 
2014 11 13 I 2456975.285 12.35 0.0020 
2014 11 13 I 2456975.288 12.35 0.0020 
2014 11 13 I 2456975.292 12.34 0.0020 
2014 11 13 I 2456975.295 12.33 0.0020 
2014 11 13 I 2456975.298 12.32 0.0020 
2014 11 13 I 2456975.302 12.32 0.0020 
2014 11 13 I 2456975.305 12.32 0.0020 
2014 11 13 I 2456975.308 12.32 0.0020 
2014 11 13 I 2456975.312 12.33 0.0020 
2014 11 13 I 2456975.315 12.31 0.0020 
2014 11 13 I 2456975.318 12.32 0.0020 
2014 11 13 I 2456975.322 12.31 0.0020 
2014 11 13 I 2456975.325 12.31 0.0020 
2014 11 13 I 2456975.328 12.32 0.0020 
2014 11 13 I 2456975.332 12.32 0.0020 
2014 11 13 I 2456975.335 12.31 0.0020 
2014 11 13 I 2456975.338 12.32 0.0020 
2014 11 13 I 2456975.342 12.32 0.0020 
2014 11 13 I 2456975.345 12.31 0.0020 
2014 11 13 I 2456975.348 12.31 0.0020 
2014 11 13 I 2456975.352 12.31 0.0020 
2014 11 13 I 2456975.355 12.30 0.0020 
2014 11 13 I 2456975.358 12.30 0.0020 
2014 11 13 I 2456975.362 12.29 0.0020 
2014 11 13 I 2456975.365 12.28 0.0020 
2014 11 13 I 2456975.368 12.27 0.0020 
