#    |              BAT_NAME|     RA|    DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#    |                      |    deg|    deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log  |           |           |
 988|SWIFT J1838.4-6524    |279.585|-65.429|   56.93|ESO103-35                     |                               |279.5848|-65.4276|  106.86|  105.16|  109.02|  0.0|2.15|2.10|2.20|     10.90| 0.0130| 43.6|           |         50|Sy1.9               
 989|SWIFT J1839.1-5717    |279.762|-57.281|    9.01|SWIFT J183905.82-571507.6     |                               |279.7765|-57.2516|   13.08|   11.76|   14.76|  0.0|2.85|2.39|3.43|      0.70|       |     |           |         50|Sy2                 
 990|SWIFT J1840.0+0501    |279.989|  5.036|  248.29|Ser X-1                       |                               |279.9896|  5.0358|  293.15|  292.39|  294.11|  0.0|5.90|5.86|5.94|     24.30|       |     |           |        190|LMXB                
 991|SWIFT J1840.9-0536    |280.205| -5.654|   11.14|AX J1841.0-0535               |                               |280.2518| -5.5963|   25.29|   22.74|   28.00|  0.0|1.91|1.61|2.23|      1.20|       |     |           |        180|HMXB                
 992|SWIFT J1841.2-0458    |280.328| -4.937|   29.80|1E 1841-045                   |                               |280.3306| -4.9364|  106.80|  103.70|  110.10|  0.0|1.33|1.25|1.40|      2.50|       |     |           |        150|Pulsar              
 993|SWIFT J1842.5-1124    |280.522|-11.474|   22.25|SWIFT J1842.2-1124            |                               |280.5729|-11.4172|   50.26|   47.88|   52.78|  0.0|2.03|1.90|2.17|      1.40|       |     |           |         11|U2                  
 994|SWIFT J1842.0+7945    |280.553| 79.774|   62.38|3C390.3                       |                               |280.5375| 79.7714|  102.87|  100.91|  104.95|  0.0|1.99|1.94|2.04|      0.50| 0.0560| 44.8|           |         40|Sy1.5               
 995|SWIFT J1844.5-6221    |281.212|-62.389|   21.14|Fairall51                     |                               |281.2249|-62.3648|   36.51|   34.12|   38.82|  0.0|2.28|2.14|2.44|      3.60| 0.0140| 43.2|           |         40|Sy1.5               
 996|SWIFT J1844.9-0435    |281.232| -4.580|   19.26|AX J1845.0-0433               |                               |281.2588| -4.5653|   34.51|   32.10|   36.85|  0.0|2.49|2.30|2.69|      1.80|       |     |           |        180|HMXB                
 997|SWIFT J1845.7+0052    |281.415|  0.891|   32.82|Ginga 1843+009                |                               |281.4039|  0.8637|   61.55|   59.09|   63.93|  0.0|2.41|2.31|2.51|      2.60|       |     |           |        180|HMXB                
 998|SWIFT J1845.4+7211    |281.372| 72.203|    7.72|Z341-6                        |                               |281.3593| 72.1838|    9.07|    7.37|   10.76|  0.0|2.72|2.24|3.35|      0.10| 0.0460| 43.6|           |         50|Sy2                 
 999|SWIFT J1846.5-0257    |281.592| -2.976|   19.17|AX J1846.4-0258               |                               |281.6020| -2.9740|   48.62|   45.84|   50.88|  0.0|1.77|1.61|1.93|      1.00|       |     |           |        150|Pulsar              
1000|SWIFT J1852.2+8424A   |283.251| 84.347|    4.75|SWIFT J185024.2+842240        |                               |282.6010| 84.3778|    3.79|    1.12|    5.95|  0.0|3.54|1.26|0.00|      0.40|       |     |           |         40|Sy1                 
1001|SWIFT J1852.2+8424B   |282.350| 84.474|    7.80|1RXS J184642.2+842506         |                               |281.7184| 84.4184|    8.92|    3.26|   13.64|  0.0|1.33|0.00|6.09|      0.30|       |     |           |         40|Sy1                 
1002|SWIFT J1848.0-7832    |282.010|-78.543|    7.71|LEDA89032                     |                               |281.7618|-78.5304|   11.16|    9.22|   12.78|  0.0|2.37|1.93|2.90|      0.90| 0.0740| 44.1|           |         50|Sy1.9               
1003|SWIFT J1848.2-0310    |282.075| -3.174|   46.16|IGR J18483-0311               |                               |282.0750| -3.1617|   79.14|   77.31|   81.63|  0.0|2.62|2.54|2.70|      5.30|       |     |           |        180|HMXB                
1004|SWIFT J1848.4+0040    |282.125|  0.662|    6.35|NOVA Aql 1918                 |                               |282.2275|  0.5841|    8.71|    7.26|   10.71|  0.0|3.25|2.57|4.16|      0.60|       |     |           |        170|Nova                
1005|SWIFT J1848.5-0046    |282.113| -0.747|   10.65|IGR J18485-0047               |                               |282.1056| -0.7764|   21.08|   19.02|   23.88|  0.0|2.29|1.98|2.64|      0.50|       |     |           |         70|Unknown AGN         
1006|SWIFT J1849.1-0005    |282.244| -0.024|   13.38|IGR J18490-0000               |                               |282.2570| -0.0219|   33.83|   31.38|   37.15|  0.0|1.81|1.61|2.02|      0.70|       |     |           |        150|Pulsar              
1007|SWIFT J1852.8+3002    |283.187| 30.076|    6.29|GALEXASC J185249.68+300425.8  |                               |283.2070| 30.0738|   10.77|    8.34|   12.74|  0.0|2.21|1.75|2.77|      0.70|       |     |           |         11|U2                  
1008|SWIFT J1853.0-0843    |283.271| -8.706|   74.92|4U 1850-086                   |                               |283.2703| -8.7057|  140.77|  138.21|  142.90|  0.0|2.33|2.28|2.38|      2.60|       |     |           |        190|LMXB                
1009|SWIFT J1856.5-7851    |283.778|-78.875|    6.23|Fairall189                    |                               |283.6679|-78.8984|    9.56|    7.02|   11.60|  0.0|2.14|1.55|2.94|      0.70| 0.0280| 43.2|           |         50|Sy1.9               
1010|SWIFT J1855.0-3110    |283.758|-31.161|   83.32|V1223 Sgr                     |                               |283.7593|-31.1635|  128.46|  126.45|  130.12|  0.0|2.97|2.92|3.02|     18.60|       |     |           |         90|CV                  
1011|SWIFT J1855.5+0516    |283.834|  5.183|    4.47|SWIFT J1855.5+0516            |                               |283.8611|  5.3336|    9.06|    6.42|   11.16|  0.0|1.99|1.20|2.95|      0.80|       |     |           |         10|U1                  
1012|SWIFT J1855.5-0237    |283.879| -2.605|  123.98|XTE J1855-026                 |                               |283.8767| -2.6046|  210.97|  208.84|  212.68|  0.0|2.58|2.55|2.61|     47.30|       |     |           |        180|HMXB                
1013|SWIFT J1856.1+1539    |283.995| 15.629|   17.30|SSTSL2J185600.55+153758.4     |                               |284.0021| 15.6320|   33.45|   31.10|   35.34|  0.0|2.12|1.94|2.32|      0.70| 0.0840| 44.7|           |         40|Sy1.2               
1014|SWIFT J1856.8+0519    |284.209|  5.397|    8.07|XTE J1856+053                 |                               |284.1786|  5.3094|   19.61|   16.76|   21.89|  0.0|1.81|1.46|2.19|      1.60|       |     |           |        180|HMXB                
1015|SWIFT J1856.6-5443    |284.208|-54.718|    8.50|2MASXJ18564935-5442298        |                               |284.2058|-54.7083|   16.87|   14.89|   19.05|  0.0|2.15|1.81|2.53|      0.50| 0.0560| 44.1|           |         50|Sy1.9               
1016|SWIFT J1856.2-7829    |284.370|-78.500|   13.16|LEDA140831                    |                               |284.2823|-78.4725|   23.58|   21.58|   25.77|  0.0|1.97|1.73|2.23|      1.70| 0.0420| 43.9|           |         40|Sy1                 
1017|SWIFT J1858.9+0329    |284.693|  3.424|    8.40|XTE J1858+034                 |                               |284.6790|  3.4340|   11.72|   10.57|   13.10|  0.0|3.82|3.27|4.54|      0.90|       |     |           |        180|HMXB                
1018|SWIFT J1900.2-2455    |285.039|-24.919|  277.74|HETE J1900.1-2455             |                               |285.0360|-24.9205|  526.21|  524.26|  528.32|  0.0|2.32|2.31|2.33|     33.20|       |     |           |        190|LMXB                
1019|SWIFT J1901.6+0129    |285.419|  1.445|   29.48|XTE J1901+014                 |                               |285.4208|  1.4385|   57.76|   55.64|   60.34|  0.0|2.26|2.15|2.37|      0.90|       |     |           |        180|HMXB                
1020|SWIFT J1903.9+3349    |285.970| 33.816|   10.24|UGC11397                      |                               |285.9548| 33.8447|   20.35|   18.12|   23.04|  0.0|1.80|1.50|2.11|      1.10| 0.0150| 43.0|           |         50|Sy2                 
1021|SWIFT J1905.4+4231    |286.353| 42.506|    7.24|Z229-15                       |                               |286.3581| 42.4610|   10.56|    8.77|   12.74|  0.0|2.31|1.87|2.84|      0.70| 0.0270| 43.2|           |         40|Sy1                 
1022|SWIFT J1907.3-2050    |286.805|-20.799|    9.68|V1082 Sgr                     |                               |286.8411|-20.7808|   12.30|   11.01|   13.83|  0.0|3.88|3.25|4.69|      1.50|       |     |           |         90|CV                  
1023|SWIFT J1909.6+0948    |287.408|  9.830|  105.44|4U 1907+09                    |                               |287.4079|  9.8303|  166.19|  164.55|  168.03|  0.0|3.59|3.54|3.63|    163.10|       |     |           |        180|HMXB                
1024|SWIFT J1910.8+0739    |287.700|  7.596|  129.01|4U 1908+075                   |                               |287.7000|  7.5961|  260.95|  258.81|  263.34|  0.0|2.66|2.63|2.68|     41.10|       |     |           |        180|HMXB                
1025|SWIFT J1911.2+0036    |287.809|  0.593|  100.72|Aql X-1                       |                               |287.8167|  0.5850|  159.69|  157.59|  162.06|  0.0|2.66|2.62|2.71|     10.10|       |     |           |        190|LMXB                
1026|SWIFT J1912.0+0500    |287.957|  4.982|   84.01|SS 433                        |                               |287.9565|  4.9827|  141.89|  139.91|  144.12|  0.0|2.83|2.78|2.88|     11.20|       |     |           |        180|HMXB                
1027|SWIFT J1913.3-5010    |288.305|-50.165|    6.82|ESO231-26                     |                               |288.3115|-50.1829|   16.86|   13.74|   20.16|  0.0|1.73|1.36|2.13|      1.10| 0.0620| 44.2|           |         50|Sy2                 
1028|SWIFT J1914.0+0951    |288.516|  9.878|   42.89|IGR J19140+0951               |                               |288.5176|  9.8829|   54.24|   51.40|   57.24|  0.0|2.12|2.01|2.23|     22.50|       |     |           |        180|HMXB                
1029|SWIFT J1915.3+1057    |288.798| 10.946| 2706.96|GRS 1915+105                  |                               |288.7983| 10.9456| 4699.44| 4697.37| 4701.61|  0.0|3.09|3.09|3.09|     64.90|       |     |           |        190|LMXB                
1030|SWIFT J1918.6-0516    |289.700| -5.234|  119.06|4U 1916-053                   |                               |289.6995| -5.2381|  205.04|  202.52|  207.70|  0.0|2.53|2.50|2.56|      1.60|       |     |           |        190|LMXB                
1031|SWIFT J1919.4-2958    |289.869|-29.968|    8.49|LEDA2829969                   |                               |289.8667|-29.9694|   15.53|   13.08|   18.13|  0.0|2.46|2.11|2.87|      0.90| 0.1660| 45.0|           |         50|Sy1.9               
1032|SWIFT J1921.1-5842    |290.332|-58.696|   30.89|ESO141-55                     |                               |290.3090|-58.6703|   58.77|   56.22|   61.07|  0.0|2.06|1.96|2.17|      4.20| 0.0360| 44.2|           |         40|Sy1.2               
1033|SWIFT J1921.1+4356    |290.269| 43.968|   31.25|ABELL 2319                    |                               |290.1889| 43.9619|   31.81|   30.56|   32.95|  0.0|3.63|3.46|3.83|      0.80|       |     |           |         30|Galaxy Cluster      
1034|SWIFT J1922.7-1716    |290.667|-17.286|   27.52|SWIFT J1922.7-1716            |                               |290.6542|-17.2842|   55.74|   53.09|   58.12|  0.0|2.19|2.07|2.31|      2.30|       |     |           |        190|LMXB                
1035|SWIFT J1924.5+5014    |291.146| 50.232|   10.54|CH Cyg                        |                               |291.1378| 50.2414|   11.30|   10.10|   12.44|  0.0|3.70|3.26|4.22|      2.40|       |     |           |        100|Symbiotic star      
1036|SWIFT J1925.0+5041    |291.270| 50.711|    6.11|2E1923.7+5037                 |                               |291.2591| 50.7204|   11.96|    9.94|   14.46|  0.0|1.77|1.35|2.22|      1.60| 0.0670| 44.1|           |         40|Sy1                 
1037|SWIFT J1926.9+4140    |291.625| 41.563|    8.08|2MASXJ19263018+4133053        |                               |291.6258| 41.5514|   10.11|    8.63|   11.93|  0.0|2.65|2.15|3.29|      0.70| 0.0280| 43.2|           |         50|Sy2                 
1038|SWIFT J1928.0+7356    |292.110| 73.941|    8.65|4C+73.18                      |                               |291.9520| 73.9670|   11.04|    9.57|   12.84|  0.0|2.50|2.08|3.03|      0.90| 0.3020| 45.5|           |         80|Beamed AGN          
1039|SWIFT J1929.8+1821    |292.517| 18.320|   13.73|SWIFT J192955.7+181839        |                               |292.4821| 18.3107|   18.42|   17.05|   20.11|  0.0|3.24|2.92|3.60|      1.60|       |     |           |        180|HMXB                
1040|SWIFT J1930.5+3414    |292.553| 34.201|   13.18|2MASXJ19301380+3410495        |                               |292.5575| 34.1803|   26.19|   23.82|   28.46|  0.0|1.84|1.63|2.06|      2.10| 0.0620| 44.4|           |         40|Sy1.5               
1041|SWIFT J1933.9+3258    |293.461| 32.907|   12.55|2MASSJ19334715+3254259        |                               |293.4465| 32.9072|   21.85|   19.71|   23.90|  0.0|2.12|1.88|2.39|      0.80| 0.0570| 44.2|           |         40|Sy1.2               
1042|SWIFT J1937.5-0613    |294.384| -6.219|   14.79|LEDA90334                     |                               |294.3880| -6.2180|   25.15|   22.98|   27.24|  0.0|2.53|2.28|2.81|      1.10| 0.0100| 42.7|           |         40|Sy1.5               
1043|SWIFT J1938.1-5108    |294.563|-51.176|    9.51|CTS61                         |                               |294.5183|-51.1638|   17.49|   15.28|   19.61|  0.0|2.17|1.84|2.55|      0.40| 0.0400| 43.8|           |         40|Sy1.2               
