#|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
|4FGL J2156.9-0854 |21 56 56.0|-08 54 19|    3.1843e-10|          4.1984e-11|               10.8543|LogParabola     |3FGL J2156.9-0855  |NVSS J215650-085535         |           000|
|4FGL J1748.5-0854 |17 48 32.8|-08 54 06|    2.6613e-10|          7.1337e-11|                6.1861|PowerLaw        |                   |NVSS J174838-085435         |           000|
|4FGL J1614.8-0850 |16 14 50.5|-08 50 16|    8.9518e-11|          4.3401e-11|                4.7222|PowerLaw        |                   |1RXS J161443.4-085130       |           000|
|4FGL J0118.7-0848 |01 18 45.2|-08 48 29|    1.3685e-10|          3.1918e-11|                7.5547|LogParabola     |                   |AT20G J011844-085058        |           000|
|4FGL J1827.6-0849 |18 27 37.8|-08 49 38|    3.1642e-09|          2.0115e-10|               20.1726|PLSuperExpCutoff|3FGL J1827.6-0846  |PSR J1827-0849              |           004|
|4FGL J0843.0-0853 |08 43 05.7|-08 53 16|    1.4874e-10|          3.6292e-11|                5.1492|LogParabola     |                   |PMN J0843-0848              |           000|
|4FGL J2024.4-0847 |20 24 27.5|-08 47 50|    6.6037e-10|          5.3768e-11|               20.2360|PowerLaw        |3FGL J2024.4-0848  |1RXS J202428.9-084810       |           000|
|4FGL J1853.2-0841 |18 53 14.8|-08 41 02|    4.4976e-10|          8.4447e-11|                5.1571|LogParabola     |                   |NGC 6712                    |           269|
|4FGL J0414.6-0842 |04 14 38.0|-08 42 18|    1.1461e-10|          2.8914e-11|                4.5870|PowerLaw        |3FGL J0414.9-0840  |NVSS J041433-084206         |           000|
|4FGL J1152.3-0839 |11 52 19.4|-08 39 59|    1.3153e-09|          6.7064e-11|               35.7109|LogParabola     |3FGL J1152.3-0841  |PKS B1149-084               |           000|
|4FGL J0953.0-0840 |09 53 03.1|-08 40 10|    2.4415e-09|          8.5730e-11|               59.6981|LogParabola     |3FGL J0953.0-0839  |PMN J0953-0840              |           000|
|4FGL J1419.4-0838 |14 19 26.4|-08 38 30|    2.7381e-09|          8.7943e-11|               61.4208|LogParabola     |3FGL J1419.5-0836  |NVSS J141922-083830         |           000|
|4FGL J0035.8-0837 |00 35 49.8|-08 37 57|    2.3240e-10|          3.7886e-11|                8.8236|LogParabola     |                   |PMN J0035-0836              |           000|
|4FGL J0608.0-0835 |06 08 02.4|-08 35 09|    1.8934e-09|          9.2214e-11|               31.9413|LogParabola     |3FGL J0608.0-0835  |PKS 0605-08                 |           000|
|4FGL J2229.7-0832 |22 29 42.2|-08 32 41|    2.3067e-09|          7.8567e-11|               63.7154|LogParabola     |3FGL J2229.7-0833  |PKS 2227-08                 |           000|
|4FGL J1526.1-0831 |15 26 07.8|-08 31 15|    3.6912e-10|          4.9215e-11|               11.8382|LogParabola     |3FGL J1525.8-0834  |GALEXASC J152603.17-083146.0|           000|
|4FGL J2051.0-0826 |20 51 04.2|-08 26 04|    5.1933e-10|          5.3867e-11|               13.3458|PLSuperExpCutoff|3FGL J2051.3-0828  |PSR J2051-0827              |          2048|
|4FGL J2320.8-0823 |23 20 53.5|-08 23 30|    1.4932e-10|          3.8739e-11|                4.8318|LogParabola     |                   |PKS 2318-087                |           016|
|4FGL J0147.6-0825 |01 47 40.2|-08 25 28|    2.0491e-10|          3.1174e-11|                8.5061|PowerLaw        |                   |PMN J0147-0827              |           000|
|4FGL J0348.8-0828 |03 48 51.0|-08 28 37|    1.3921e-10|          3.0525e-11|                5.2382|PowerLaw        |                   |AT20G J034845-082422        |           000|
|4FGL J1550.8-0822 |15 50 52.4|-08 22 12|    2.1742e-10|          4.2905e-11|                8.5750|PowerLaw        |                   |NVSS J155053-082247         |           000|
|4FGL J0127.2-0819 |01 27 13.8|-08 19 50|    7.6932e-10|          5.3627e-11|               24.4889|LogParabola     |3FGL J0127.1-0818  |PMN J0127-0821              |           000|
|4FGL J0217.0-0821 |02 17 00.4|-08 21 31|    4.3492e-10|          4.2668e-11|               15.8115|LogParabola     |3FGL J0217.1-0833  |PKS 0214-085                |           000|
|4FGL J2001.5-0818 |20 01 30.1|-08 18 58|    2.1718e-10|          4.2178e-11|                5.3826|PowerLaw        |                   |PMN J2001-0820              |           256|
|4FGL J1114.5-0819 |11 14 34.1|-08 19 21|    2.5147e-10|          3.7877e-11|               12.5201|LogParabola     |                   |PKS B1112-080               |           000|
|4FGL J0002.3-0815 |00 02 22.5|-08 15 55|    1.1914e-10|          3.1337e-11|                5.1002|PowerLaw        |                   |WISEA J000236.06-081532.4   |           000|
|4FGL J0024.5-0810 |00 24 33.0|-08 10 51|    1.2154e-10|          3.3314e-11|                4.7551|LogParabola     |                   |PMN J0023-0811              |           016|
|4FGL J1124.6-0809 |11 24 39.0|-08 09 25|    1.6188e-10|          3.5957e-11|                5.6583|PowerLaw        |                   |AT20G J112437-080643        |           000|
|4FGL J1805.8-0803 |18 05 48.2|-08 03 58|    4.0262e-10|          8.1922e-11|                4.5426|PowerLaw        |                   |1RXS J180603.1-080612       |           018|
|4FGL J1912.1-0803 |19 12 06.8|-08 03 32|    1.5192e-09|          9.3478e-11|               23.2692|LogParabola     |3FGL J1912.0-0804  |PMN J1912-0804              |           000|
|4FGL J0132.7-0804 |01 32 44.0|-08 04 26|    2.2612e-10|          3.2731e-11|               10.2651|PowerLaw        |3FGL J0132.5-0802  |PKS 0130-083                |           000|
|4FGL J1845.8-0831 |18 45 48.1|-08 31 07|    1.3949e-09|          1.2285e-10|               13.8641|LogParabola     |1FGL J1846.0-0831  |SNR G025.1-02.3             |          8196|
|4FGL J1842.2-0751 |18 42 17.0|-07 51 08|    5.5951e-10|          1.2221e-10|                4.7737|PowerLaw        |                   |SNR G025.1-02.3             |           266|
|4FGL J0942.3-0800 |09 42 20.5|-08 00 27|    8.6701e-10|          5.6755e-11|               26.5063|LogParabola     |3FGL J0942.1-0756  |PMN J0942-0800              |           000|
|4FGL J0140.6-0758 |01 40 39.0|-07 58 28|    1.3082e-10|          2.8912e-11|                6.9363|PowerLaw        |                   |RX J0140.7-0758             |           000|
|4FGL J1850.1-0758 |18 50 09.5|-07 58 12|    6.2421e-10|          8.6825e-11|                9.5233|PowerLaw        |                   |NVSS J185002-075842         |           004|
|4FGL J0819.4-0756 |08 19 24.8|-07 56 45|    2.0618e-10|          3.7794e-11|               10.2147|PowerLaw        |2FGL J0819.6-0803  |RX J0819.2-0756             |           000|
|4FGL J1513.4-0753 |15 13 28.4|-07 53 25|    9.1570e-11|          3.4023e-11|                4.5280|PowerLaw        |                   |NVSS J151324-075450         |           000|
|4FGL J1745.4-0753 |17 45 27.3|-07 53 22|    1.5117e-09|          9.2810e-11|               24.5443|PowerLaw        |3FGL J1745.4-0754  |TXS 1742-078                |           000|
|4FGL J1408.9-0751 |14 08 56.5|-07 51 27|    3.2137e-09|          9.7248e-11|               58.1906|LogParabola     |3FGL J1408.8-0751  |PKS B1406-076               |           000|
|4FGL J0421.0-0752 |04 21 01.6|-07 52 42|    1.9235e-10|          3.5266e-11|                6.4016|PowerLaw        |                   |PKS 0418-079                |           000|
|4FGL J0808.2-0751 |08 08 15.6|-07 51 20|    6.1083e-09|          1.2702e-10|              100.5692|LogParabola     |3FGL J0808.2-0751  |PKS 0805-07                 |           000|
|4FGL J0828.6-0747 |08 28 40.8|-07 47 27|    2.2911e-10|          4.1869e-11|                7.5789|LogParabola     |                   |NVSS J082854-074854         |           016|
|4FGL J0740.0-0753 |07 40 05.0|-07 53 55|    2.0321e-10|          3.8624e-11|                5.8650|PowerLaw        |                   |PMN J0739-0747              |           003|
|4FGL J0001.2-0747 |00 01 15.6|-07 47 50|    7.4712e-10|          5.0419e-11|               23.7825|PowerLaw        |3FGL J0001.2-0748  |PMN J0001-0746              |           000|
|4FGL J0309.7-0745 |03 09 43.8|-07 45 56|    3.5703e-10|          3.9447e-11|               13.3475|PowerLaw        |3FGL J0309.5-0749  |NVSS J030943-074427         |           000|
|4FGL J1125.9-0742 |11 25 56.5|-07 42 54|    3.1359e-10|          4.2449e-11|               12.2881|PowerLaw        |3FGL J1125.8-0745  |1RXS J112551.6-074219       |           000|
|4FGL J2322.6-0735 |23 22 37.8|-07 35 27|    2.8271e-10|          3.5886e-11|               10.7751|PowerLaw        |                   |PMN J2322-0736              |           000|
|4FGL J2025.6-0735 |20 25 41.3|-07 35 40|    9.3867e-09|          1.4865e-10|              139.0258|LogParabola     |3FGL J2025.6-0736  |PKS 2023-07                 |           000|
|4FGL J2300.8-0736 |23 00 50.0|-07 36 50|    1.7248e-10|          3.2393e-11|                8.0308|PowerLaw        |                   |2MASS J23005469-0735438     |           000|
|4FGL J0624.8-0735 |06 24 53.7|-07 35 21|    3.6807e-10|          6.4990e-11|                6.5930|LogParabola     |                   |NVSS J062455-073536         |           000|
|4FGL J2148.0-0733 |21 48 04.7|-07 33 40|    3.5410e-10|          3.7877e-11|               14.3901|PowerLaw        |                   |SDSS J214807.08-073347.0    |           000|
|4FGL J0149.6-0734 |01 49 37.2|-07 34 59|    1.0071e-10|          2.9514e-11|                3.9371|LogParabola     |                   |PMN J0149-0733              |          4096|
|4FGL J1315.9-0732 |13 15 56.8|-07 32 46|    5.3349e-10|          5.0235e-11|               17.9262|LogParabola     |3FGL J1315.7-0732  |NVSS J131552-073301         |           000|
|4FGL J1105.8-0731 |11 05 53.6|-07 31 55|    2.3377e-10|          3.3023e-11|                9.6032|PowerLaw        |                   |NVSS J110547-073235         |           000|
|4FGL J2118.8-0723c|21 18 53.8|-07 23 34|    7.0508e-11|          4.5543e-11|                4.6053|LogParabola     |                   |TXS 2116-077                |           288|
|4FGL J0723.0-0732 |07 23 00.6|-07 32 39|    5.7237e-10|          5.8097e-11|               14.0141|PowerLaw        |3FGL J0723.2-0728  |1RXS J072259.5-073131       |           004|
|4FGL J1836.8-0727 |18 36 52.4|-07 27 03|    4.6716e-09|          4.3783e-10|               11.1978|LogParabola     |0FGL J1836.1-0727  |NVSS J183652-072453         |          8210|
|4FGL J1147.8-0724 |11 47 50.6|-07 24 52|    7.0066e-10|          5.3012e-11|               21.4967|LogParabola     |3FGL J1147.8-0725  |PKS 1145-071                |           000|
|4FGL J1159.5-0723 |11 59 35.6|-07 23 26|    3.7087e-10|          4.5858e-11|               13.6758|LogParabola     |3FGL J1159.6-0723  |PMN J1159-0723              |           000|
|4FGL J1411.5-0723 |14 11 32.6|-07 23 54|    2.0727e-10|          4.0319e-11|                7.9583|PowerLaw        |3FGL J1411.4-0724  |NVSS J141133-072252         |           000|
|4FGL J2057.4-0723 |20 57 24.8|-07 23 24|    1.6252e-10|          3.5958e-11|                8.6431|LogParabola     |                   |PMN J2057-0719              |           000|
|4FGL J1024.5-0719 |10 24 30.1|-07 19 11|    7.3596e-10|          5.6662e-11|               20.6093|PLSuperExpCutoff|3FGL J1024.6-0718  |PSR J1024-0719              |           000|
|4FGL J0557.6-0721 |05 57 40.0|-07 21 04|    1.7588e-10|          4.7769e-11|                5.7772|PowerLaw        |3FGL J0557.7-0720  |PMN J0557-0719              |           000|
|4FGL J0855.4-0714 |08 55 27.8|-07 14 38|    3.1503e-10|          4.4277e-11|               10.0065|LogParabola     |3FGL J0855.2-0718  |PKS 0852-07                 |           000|
|4FGL J1958.1-0711 |19 58 08.1|-07 11 33|    2.2042e-10|          4.2236e-11|                7.0361|PowerLaw        |3FGL J1957.9-0712  |NVSS J195801-071348         |           000|
|4FGL J0237.1-0714 |02 37 08.3|-07 14 44|    8.5477e-11|          2.4121e-11|                5.5279|PowerLaw        |                   |SDSS J023700.77-071307.3    |           000|
|4FGL J1204.2-0709 |12 04 17.8|-07 09 46|    7.6096e-10|          5.5869e-11|               24.8905|LogParabola     |3FGL J1204.3-0708  |1RXS J120417.0-070959       |           000|
|4FGL J0746.5-0710 |07 46 31.6|-07 10 49|    7.3406e-10|          6.3149e-11|               16.7569|LogParabola     |3FGL J0746.6-0706  |PMN J0746-0709              |           000|
|4FGL J0827.0-0708 |08 27 03.0|-07 08 39|    3.7037e-10|          4.5461e-11|               16.5771|LogParabola     |3FGL J0827.2-0711  |PMN J0827-0708              |           000|
|4FGL J1834.1-0706e|18 34 07.4|-07 06 36|    6.7489e-09|          4.1920e-10|               25.4981|LogParabola     |3FGL J1833.9-0711  |SNR G024.7+00.6             |           000|
|4FGL J1358.9-0703 |13 58 57.4|-07 03 44|    2.2711e-10|          4.1293e-11|                7.1395|LogParabola     |                   |NVSS J135850-070403         |           000|
|4FGL J0847.9-0702 |08 47 58.7|-07 02 36|    4.3034e-10|          3.9761e-11|               15.9576|PowerLaw        |3FGL J0846.7-0651  |TXS 0845-068                |           000|
|4FGL J1115.2-0703 |11 15 13.6|-07 03 39|    3.4628e-10|          3.8557e-11|               12.7088|PowerLaw        |3FGL J1115.0-0701  |NVSS J111511-070238         |           000|
|4FGL J1549.8-0659 |15 49 52.8|-06 59 59|    9.0238e-10|          6.0432e-11|               24.5114|PowerLaw        |3FGL J1549.7-0658  |NVSS J154952-065907         |           000|
|4FGL J1727.9-0654 |17 27 57.1|-06 54 45|    3.6626e-10|          7.7558e-11|                4.7792|LogParabola     |3FGL J1727.6-0654  |PKS 1725-06                 |           010|
|4FGL J1838.9-0704e|18 38 58.8|-07 04 01|    4.8913e-09|          5.2112e-10|               17.3023|LogParabola     |3FGL J1838.9-0646  |HESS J1837-069              |           004|
|4FGL J1836.5-0651e|18 36 34.3|-06 51 58|    1.9288e-08|          6.9927e-10|               36.9105|PowerLaw        |3FGL J1836.5-0655e |HESS J1837-069              |           000|
|4FGL J0017.0-0649 |00 17 03.2|-06 49 54|    4.6185e-10|          4.0400e-11|               17.3250|PowerLaw        |3FGL J0017.2-0643  |PMN J0017-0650              |           000|
|4FGL J0051.1-0648 |00 51 07.8|-06 48 35|    8.6246e-10|          5.6915e-11|               25.8741|LogParabola     |3FGL J0051.0-0649  |PKS 0048-071                |           000|
|4FGL J1544.3-0649 |15 44 18.8|-06 49 32|    1.1536e-09|          7.0376e-11|               28.8521|LogParabola     |                   |NVSS J154419-064913         |           000|
|4FGL J1331.7-0647 |13 31 46.8|-06 47 41|    2.3255e-10|          3.9923e-11|                8.8589|LogParabola     |                   |NVSS J133146-064632         |           000|
|4FGL J1643.5-0646 |16 43 32.0|-06 46 30|    3.9812e-10|          6.3275e-11|                8.2661|PowerLaw        |3FGL J1643.6-0642  |NVSS J164328-064619         |           000|
|4FGL J0211.1-0646 |02 11 08.6|-06 46 45|    2.0110e-10|          3.0059e-11|                9.2146|PowerLaw        |3FGL J0211.2-0649  |NVSS J021109-064551         |           000|
|4FGL J2136.2-0642 |21 36 17.0|-06 42 59|    1.3941e-10|          2.9636e-11|                6.1579|PowerLaw        |                   |TXS 2133-069                |           256|
|4FGL J0422.1-0644 |04 22 08.2|-06 44 28|    1.2019e-09|          6.2238e-11|               35.9366|LogParabola     |3FGL J0422.1-0642  |PMN J0422-0643              |           000|
|4FGL J1602.0-0641 |16 02 00.9|-06 41 08|    3.0348e-10|          5.3076e-11|                6.5240|LogParabola     |                   |NVSS J160146-064256         |           000|
|4FGL J1405.3-0640 |14 05 19.0|-06 40 59|    2.1331e-10|          3.5178e-11|                7.8718|PowerLaw        |                   |NVSS J140504-064056         |           000|
|4FGL J1221.4-0634 |12 21 28.8|-06 34 59|    9.0932e-10|          6.2371e-11|               23.3940|PLSuperExpCutoff|3FGL J1221.5-0632  |PSR J1221-0633              |           000|
|4FGL J1902.4-0629 |19 02 24.5|-06 29 03|    1.6299e-10|          5.8043e-11|                5.8101|PowerLaw        |                   |NVSS J190223-062850         |           000|
|4FGL J0918.9-0625 |09 18 54.7|-06 25 04|    2.0198e-10|          3.7238e-11|                6.8596|LogParabola     |                   |PMN J0918-0628              |           000|
|4FGL J0234.3-0628 |02 34 19.9|-06 28 54|    2.4590e-10|          3.2634e-11|               11.6517|PowerLaw        |3FGL J0234.2-0629  |SDSS J023410.30-062825.7    |           000|
|4FGL J0124.8-0625 |01 24 52.3|-06 25 58|    2.3655e-10|          3.2564e-11|                9.6348|PowerLaw        |3FGL J0125.2-0627  |PMN J0124-0624              |           000|
|4FGL J0316.9-0625 |03 16 55.6|-06 25 36|    1.5958e-10|          3.0295e-11|                7.5635|PowerLaw        |                   |PMN J0317-0623              |           000|
|4FGL J0804.9-0624 |08 04 55.8|-06 24 20|    3.8487e-10|          5.1340e-11|               14.4244|LogParabola     |3FGL J0805.0-0622  |1RXS J080458.3-062432       |           000|
|4FGL J0006.3-0620 |00 06 23.8|-06 20 57|    1.2676e-10|          2.7863e-11|                5.2534|PowerLaw        |                   |PKS 0003-066                |           000|
|4FGL J2235.1-0623 |22 35 11.9|-06 23 44|    2.2763e-10|          3.5559e-11|                8.1632|PowerLaw        |                   |PMN J2235-0623              |           000|
|4FGL J2030.2-0620 |20 30 15.4|-06 20 36|    2.5205e-10|          3.8371e-11|                7.8561|PowerLaw        |3FGL J2030.2-0622  |TXS 2027-065                |           000|
|4FGL J0155.4-0625 |01 55 24.9|-06 25 21|    9.7838e-11|          2.5578e-11|                3.9951|PowerLaw        |                   |PMN J0155-0621              |          4096|
|4FGL J1641.9-0621 |16 41 57.4|-06 21 10|    1.1433e-09|          8.2181e-11|               18.8572|LogParabola     |3FGL J1641.8-0619  |TXS 1639-062                |           000|
|4FGL J2323.6-0617 |23 23 39.8|-06 17 43|    5.1208e-10|          4.7524e-11|               17.6742|LogParabola     |                   |TXS 2321-065                |           000|
|4FGL J0557.3-0615 |05 57 22.5|-06 15 55|    2.8040e-10|          5.3846e-11|                8.1619|PowerLaw        |                   |1RXS J055717.0-061705       |           004|
|4FGL J1035.1-0608 |10 35 06.6|-06 08 26|    1.1037e-10|          2.7523e-11|                4.1612|PowerLaw        |                   |NVSS J103503-061204         |           002|
|4FGL J0304.9-0606 |03 04 54.2|-06 06 39|    1.9614e-10|          3.3355e-11|                7.0231|PowerLaw        |1FGL J0305.0-0601  |PMN J0304-0608              |           000|
|4FGL J0952.1-0607 |09 52 11.4|-06 07 44|    4.9712e-10|          5.2034e-11|               13.4976|PLSuperExpCutoff|                   |PSR J0952-0607              |          2048|
|4FGL J1322.3-0606 |13 22 20.8|-06 06 21|    3.1706e-10|          4.2224e-11|               11.3162|LogParabola     |                   |AT20G J132219-060619        |           000|
|4FGL J1837.8-0604 |18 37 53.4|-06 04 57|    3.0689e-09|          5.1929e-10|                8.0833|PLSuperExpCutoff|3FGL J1837.9-0607  |PSR J1837-0604              |           016|
|4FGL J2350.4-0559 |23 50 24.6|-05 59 32|    6.3580e-11|          3.3103e-11|                4.9327|LogParabola     |                   |RBS 2051                    |           000|
|4FGL J0202.3-0605 |02 02 18.2|-06 05 52|    9.6847e-11|          2.4337e-11|                4.1786|PowerLaw        |                   |PKS 0159-062                |           000|
|4FGL J1041.9-0557 |10 41 54.6|-05 57 10|    2.6245e-10|          3.7314e-11|               11.6930|PowerLaw        |3FGL J1042.0-0557  |PMN J1042-0558              |           000|
|4FGL J1612.4-0554 |16 12 28.9|-05 54 35|    1.8029e-10|          4.2820e-11|                4.0406|PowerLaw        |                   |NVSS J161228-055752         |          4096|
|4FGL J2310.0-0555 |23 10 04.4|-05 55 30|    1.0406e-09|          6.5505e-11|               26.5102|PLSuperExpCutoff|3FGL J2310.1-0557  |PSR J2310-0555              |           000|
|4FGL J1121.4-0553 |11 21 27.4|-05 53 59|    1.5602e-09|          6.9204e-11|               42.7173|LogParabola     |3FGL J1121.4-0554  |PKS 1118-05                 |           000|
|4FGL J1839.4-0553 |18 39 26.4|-05 53 22|    1.5242e-08|          7.3339e-10|               28.2957|LogParabola     |3FGL J1839.3-0552  |NVSS J183922-055321         |           000|
|4FGL J0226.6-0553 |02 26 38.8|-05 53 06|    2.7118e-10|          3.3110e-11|               11.5212|PowerLaw        |                   |PMN J0226-0552              |           000|
|4FGL J0243.2-0550 |02 43 16.2|-05 50 47|    1.6597e-10|          2.9062e-11|                8.0417|PowerLaw        |                   |PKS 0240-060                |           016|
|4FGL J1256.1-0547 |12 56 10.0|-05 47 19|    4.0886e-08|          3.2727e-10|              302.4544|PLSuperExpCutoff|3FGL J1256.1-0547  |3C 279                      |           000|
|4FGL J1249.3-0545 |12 49 18.3|-05 45 44|    6.0521e-10|          5.2662e-11|               18.5322|PowerLaw        |3FGL J1249.5-0546  |GALEXASC J124919.46-054539.7|           000|
|4FGL J0142.7-0543 |01 42 42.1|-05 44 00|    1.4195e-10|          2.5851e-11|                6.8821|PowerLaw        |                   |PKS 0140-059                |           000|
|4FGL J1510.8-0542 |15 10 49.6|-05 42 38|    1.4749e-09|          7.8806e-11|               28.4700|LogParabola     |3FGL J1510.9-0542  |PKS 1508-05                 |           000|
|4FGL J0541.6-0541 |05 41 39.4|-05 41 51|    4.9808e-10|          7.7453e-11|                7.4822|LogParabola     |1FGL J0540.9-0547  |PKS 0539-057                |           003|
|4FGL J0807.1-0541 |08 07 07.2|-05 41 03|    1.4707e-09|          7.2414e-11|               34.5205|LogParabola     |3FGL J0807.1-0541  |PKS 0804-05                 |           000|
|4FGL J1014.8-0537 |10 14 51.8|-05 37 20|    1.4143e-10|          2.9191e-11|                5.5745|PowerLaw        |                   |AT20G J101446-054049        |           004|
|4FGL J1506.4-0540 |15 06 28.5|-05 40 34|    6.5951e-11|          2.6028e-11|                5.0550|PowerLaw        |                   |NVSS J150637-054006         |           000|
|4FGL J0058.0-0539 |00 58 02.6|-05 39 18|    4.2626e-10|          4.2174e-11|               14.8120|PowerLaw        |3FGL J0057.9-0542  |PKS 0055-059                |           000|
|4FGL J1838.9-0537 |18 38 59.0|-05 37 03|    1.6306e-08|          8.3625e-10|               34.1805|PLSuperExpCutoff|3FGL J1838.9-0537  |PSR J1838-0537              |           000|
|4FGL J0730.5-0535 |07 30 32.5|-05 35 03|    1.0581e-09|          6.8040e-11|               24.6949|LogParabola     |3FGL J0730.5-0537  |TXS 0728-054                |           000|
|4FGL J0034.3-0534 |00 34 23.1|-05 34 51|    2.7224e-09|          8.8907e-11|               62.4845|PLSuperExpCutoff|3FGL J0034.3-0534  |PSR J0034-0534              |           000|
|4FGL J1943.6-0533 |19 43 42.0|-05 33 59|    1.9211e-10|          5.0466e-11|                4.8561|PowerLaw        |3FGL J1944.0-0535  |1RXS J194334.2-053352       |           000|
|4FGL J2339.6-0533 |23 39 38.5|-05 33 04|    4.7600e-09|          1.1605e-10|               87.4811|PLSuperExpCutoff|3FGL J2339.6-0533  |PSR J2339-0533              |           000|
|4FGL J1840.9-0532e|18 40 55.2|-05 33 00|    1.1637e-08|          6.9074e-10|               23.7662|PowerLaw        |3FGL J1840.9-0532e |HESS J1841-055              |           004|
|4FGL J1329.4-0530 |13 29 29.7|-05 30 22|    4.6058e-10|          5.6203e-11|               11.5161|LogParabola     |3FGL J1329.1-0536  |HE 1326-0516                |           000|
|4FGL J0922.4-0528 |09 22 27.0|-05 28 29|    6.8075e-10|          5.2275e-11|               22.2416|LogParabola     |3FGL J0922.4-0529  |TXS 0919-052                |           000|
|4FGL J1129.2-0529 |11 29 14.8|-05 29 15|    4.9980e-10|          4.8521e-11|               15.5031|LogParabola     |2FGL J1129.0-0532  |NVSS J112914-052856         |           000|
|4FGL J1704.5-0527 |17 04 33.2|-05 27 43|    9.3556e-10|          7.3177e-11|               20.6571|PowerLaw        |3FGL J1704.4-0528  |NVSS J170433-052839         |           000|
|4FGL J1202.5-0528 |12 02 31.0|-05 28 15|    2.2266e-10|          3.9008e-11|               13.0117|LogParabola     |                   |PKS 1200-051                |           000|
|4FGL J1207.2-0524 |12 07 16.4|-05 24 38|    1.8897e-10|          3.8857e-11|                9.2985|LogParabola     |                   |1RXS J120722.5-052442       |           000|
|4FGL J0516.8-0509 |05 16 53.8|-05 09 17|    1.8159e-10|          4.5434e-11|                7.1697|LogParabola     |                   |PMN J0517-0520              |           002|
|4FGL J0848.0-0524 |08 48 00.8|-05 24 53|    1.4351e-10|          2.7998e-11|                7.1354|PowerLaw        |                   |PKS 0845-051                |           000|
|4FGL J0529.4-0521 |05 29 29.4|-05 21 42|    3.2183e-10|          5.5690e-11|                8.0290|LogParabola     |                   |PMN J0529-0519              |           000|
|4FGL J0539.7-0521c|05 39 45.8|-05 21 20|    3.9325e-10|          8.7094e-11|                5.0617|LogParabola     |3FGL J0539.2-0536  |TXS 0537-052                |           050|
|4FGL J1511.8-0513 |15 11 50.1|-05 13 18|    5.9955e-10|          6.8527e-11|               19.5035|LogParabola     |3FGL J1511.8-0513  |NVSS J151148-051345         |           000|
|4FGL J0017.5-0514 |00 17 34.8|-05 14 05|    7.1460e-10|          5.0226e-11|               23.8994|LogParabola     |3FGL J0017.6-0512  |PMN J0017-0512              |           000|
|4FGL J1951.8-0511 |19 51 51.6|-05 11 04|    3.5772e-10|          5.6414e-11|                7.4380|LogParabola     |                   |PMN J1951-0509              |           000|
|4FGL J1332.0-0509 |13 32 04.7|-05 09 40|    2.3546e-09|          8.2567e-11|               53.5222|LogParabola     |3FGL J1332.0-0508  |PKS 1329-049                |           000|
|4FGL J2037.9-0504 |20 37 54.5|-05 04 06|    1.7465e-10|          3.4871e-11|                6.5549|PowerLaw        |                   |PMN J2037-0508              |           000|
|4FGL J2055.4-0504 |20 55 28.7|-05 04 56|    1.5521e-10|          3.2498e-11|                5.3923|PowerLaw        |                   |NVSS J205523-050618         |           000|
|4FGL J0241.0-0505 |02 41 00.2|-05 05 39|    2.8911e-10|          3.8440e-11|               10.8853|LogParabola     |                   |PKS 0238-052                |           000|
|4FGL J0725.5-0504 |07 25 33.9|-05 04 29|    2.0165e-10|          4.8063e-11|                6.9291|PowerLaw        |                   |NVSS J072529-050338         |           000|
|4FGL J2030.4-0502 |20 30 29.8|-05 02 57|    1.4907e-10|          3.5184e-11|                4.8822|PowerLaw        |                   |TXS 2027-052                |           000|
|4FGL J1136.3-0501 |11 36 18.6|-05 01 46|    1.9644e-10|          3.8296e-11|                5.9981|PowerLaw        |                   |NVSS J113607-050156         |           004|
|4FGL J1326.7-0503 |13 26 47.8|-05 03 46|    6.5726e-11|          2.6515e-11|                4.7828|PowerLaw        |                   |TXS 1324-047                |           000|
|4FGL J1131.4-0504 |11 31 30.0|-05 04 23|    3.7667e-10|          5.1579e-11|                9.5184|LogParabola     |3FGL J1131.9-0503  |PKS 1128-047                |           016|
|4FGL J0014.3-0500 |00 14 20.7|-05 00 43|    4.0378e-10|          4.3234e-11|               13.0971|PowerLaw        |3FGL J0014.3-0455  |GALEXASC J001420.46-045929.1|           000|
|4FGL J2225.7-0457 |22 25 43.7|-04 57 13|    9.5563e-10|          5.8813e-11|               28.3337|LogParabola     |3FGL J2225.8-0454  |3C 446                      |           000|
|4FGL J2319.6-0456 |23 19 36.7|-04 56 43|    1.2391e-10|          3.0385e-11|                5.6503|PowerLaw        |                   |NVSS J231929-045640         |           000|
|4FGL J1840.8-0453e|18 40 50.4|-04 53 24|    9.1031e-09|          4.8583e-10|               20.5005|LogParabola     |2FGL J1841.2-0459c |Kes 73                      |           000|
|4FGL J1636.5-0454 |16 36 33.4|-04 54 21|    1.3739e-10|          4.6223e-11|                5.1555|PowerLaw        |                   |NVSS J163631-045506         |           004|
|4FGL J0833.4-0458 |08 33 27.6|-04 58 11|    3.4813e-10|          4.4712e-11|               10.6083|LogParabola     |                   |PMN J0833-0454              |           000|
|4FGL J0806.1-0458 |08 06 09.4|-04 58 45|    1.0654e-10|          3.8792e-11|                4.4172|LogParabola     |                   |CRATES J080608.79-045411.4  |           000|
|4FGL J0050.4-0452 |00 50 26.9|-04 52 50|    1.0050e-09|          5.8705e-11|               30.3138|LogParabola     |3FGL J0050.4-0449  |PKS 0047-051                |           000|
